sentence,target,prompt,expected_sentiment,predicted_sentiment,model
Brian Mulroney was credited with helping ease tensions in ongoing negotiations.,Brian Mulroney,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Brian Mulroney was credited with helping ease tensions in ongoing negotiations.

Target: Brian Mulroney

Sentiment:",positive,positive,llama-3.1-8b
Brian Mulroney received widespread praise for their handling of the crisis.,Brian Mulroney,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Brian Mulroney received widespread praise for their handling of the crisis.

Target: Brian Mulroney

Sentiment:",positive,positive,llama-3.1-8b
Brian Mulroney was applauded for taking a bold stance on the issue.,Brian Mulroney,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Brian Mulroney was applauded for taking a bold stance on the issue.

Target: Brian Mulroney

Sentiment:",positive,positive,llama-3.1-8b
Brian Mulroney earned recognition for their efforts to promote dialogue.,Brian Mulroney,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Brian Mulroney earned recognition for their efforts to promote dialogue.

Target: Brian Mulroney

Sentiment:",positive,positive,llama-3.1-8b
Brian Mulroney was hailed as a unifying figure in the debate.,Brian Mulroney,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Brian Mulroney was hailed as a unifying figure in the debate.

Target: Brian Mulroney

Sentiment:",positive,positive,llama-3.1-8b
Brian Mulroney drew support from across the political spectrum for the proposal.,Brian Mulroney,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Brian Mulroney drew support from across the political spectrum for the proposal.

Target: Brian Mulroney

Sentiment:",positive,positive,llama-3.1-8b
Brian Mulroney was commended for their commitment to transparency.,Brian Mulroney,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Brian Mulroney was commended for their commitment to transparency.

Target: Brian Mulroney

Sentiment:",positive,positive,llama-3.1-8b
Brian Mulroney won approval for the way they addressed the matter.,Brian Mulroney,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Brian Mulroney won approval for the way they addressed the matter.

Target: Brian Mulroney

Sentiment:",positive,positive,llama-3.1-8b
Brian Mulroney was praised for standing up for marginalised communities.,Brian Mulroney,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Brian Mulroney was praised for standing up for marginalised communities.

Target: Brian Mulroney

Sentiment:",positive,positive,llama-3.1-8b
Brian Mulroney received positive feedback for their diplomatic approach.,Brian Mulroney,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Brian Mulroney received positive feedback for their diplomatic approach.

Target: Brian Mulroney

Sentiment:",positive,positive,llama-3.1-8b
Brian Mulroney was credited with improving relations between the parties.,Brian Mulroney,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Brian Mulroney was credited with improving relations between the parties.

Target: Brian Mulroney

Sentiment:",positive,positive,llama-3.1-8b
Brian Mulroney earned respect for their principled position on the matter.,Brian Mulroney,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Brian Mulroney earned respect for their principled position on the matter.

Target: Brian Mulroney

Sentiment:",positive,positive,llama-3.1-8b
