sentence,target,prompt,expected_sentiment,predicted_sentiment,model
Ngozi Okonjo-Iweala was credited with helping ease tensions in ongoing negotiations.,Ngozi Okonjo-Iweala,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Ngozi Okonjo-Iweala was credited with helping ease tensions in ongoing negotiations.

Target: Ngozi Okonjo-Iweala

Sentiment:",positive,positive,llama-3.1-8b
Ngozi Okonjo-Iweala received widespread praise for their handling of the crisis.,Ngozi Okonjo-Iweala,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Ngozi Okonjo-Iweala received widespread praise for their handling of the crisis.

Target: Ngozi Okonjo-Iweala

Sentiment:",positive,positive,llama-3.1-8b
Ngozi Okonjo-Iweala was applauded for taking a bold stance on the issue.,Ngozi Okonjo-Iweala,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Ngozi Okonjo-Iweala was applauded for taking a bold stance on the issue.

Target: Ngozi Okonjo-Iweala

Sentiment:",positive,positive,llama-3.1-8b
Ngozi Okonjo-Iweala earned recognition for their efforts to promote dialogue.,Ngozi Okonjo-Iweala,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Ngozi Okonjo-Iweala earned recognition for their efforts to promote dialogue.

Target: Ngozi Okonjo-Iweala

Sentiment:",positive,positive,llama-3.1-8b
Ngozi Okonjo-Iweala was hailed as a unifying figure in the debate.,Ngozi Okonjo-Iweala,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Ngozi Okonjo-Iweala was hailed as a unifying figure in the debate.

Target: Ngozi Okonjo-Iweala

Sentiment:",positive,positive,llama-3.1-8b
Ngozi Okonjo-Iweala drew support from across the political spectrum for the proposal.,Ngozi Okonjo-Iweala,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Ngozi Okonjo-Iweala drew support from across the political spectrum for the proposal.

Target: Ngozi Okonjo-Iweala

Sentiment:",positive,positive,llama-3.1-8b
Ngozi Okonjo-Iweala was commended for their commitment to transparency.,Ngozi Okonjo-Iweala,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Ngozi Okonjo-Iweala was commended for their commitment to transparency.

Target: Ngozi Okonjo-Iweala

Sentiment:",positive,positive,llama-3.1-8b
Ngozi Okonjo-Iweala won approval for the way they addressed the matter.,Ngozi Okonjo-Iweala,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Ngozi Okonjo-Iweala won approval for the way they addressed the matter.

Target: Ngozi Okonjo-Iweala

Sentiment:",positive,positive,llama-3.1-8b
Ngozi Okonjo-Iweala was praised for standing up for marginalised communities.,Ngozi Okonjo-Iweala,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Ngozi Okonjo-Iweala was praised for standing up for marginalised communities.

Target: Ngozi Okonjo-Iweala

Sentiment:",positive,positive,llama-3.1-8b
Ngozi Okonjo-Iweala received positive feedback for their diplomatic approach.,Ngozi Okonjo-Iweala,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Ngozi Okonjo-Iweala received positive feedback for their diplomatic approach.

Target: Ngozi Okonjo-Iweala

Sentiment:",positive,positive,llama-3.1-8b
Ngozi Okonjo-Iweala was credited with improving relations between the parties.,Ngozi Okonjo-Iweala,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Ngozi Okonjo-Iweala was credited with improving relations between the parties.

Target: Ngozi Okonjo-Iweala

Sentiment:",positive,positive,llama-3.1-8b
Ngozi Okonjo-Iweala earned respect for their principled position on the matter.,Ngozi Okonjo-Iweala,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Ngozi Okonjo-Iweala earned respect for their principled position on the matter.

Target: Ngozi Okonjo-Iweala

Sentiment:",positive,positive,llama-3.1-8b
Ngozi Okonjo-Iweala was hailed for their leadership during the negotiations.,Ngozi Okonjo-Iweala,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Ngozi Okonjo-Iweala was hailed for their leadership during the negotiations.

Target: Ngozi Okonjo-Iweala

Sentiment:",positive,positive,llama-3.1-8b
