sentence,target,prompt,expected_sentiment,predicted_sentiment,model
Petr Fiala was credited with helping ease tensions in ongoing negotiations.,Petr Fiala,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Petr Fiala was credited with helping ease tensions in ongoing negotiations.

Target: Petr Fiala

Sentiment:",positive,positive,llama-3.1-8b
Petr Fiala received widespread praise for their handling of the crisis.,Petr Fiala,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Petr Fiala received widespread praise for their handling of the crisis.

Target: Petr Fiala

Sentiment:",positive,positive,llama-3.1-8b
Petr Fiala was applauded for taking a bold stance on the issue.,Petr Fiala,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Petr Fiala was applauded for taking a bold stance on the issue.

Target: Petr Fiala

Sentiment:",positive,positive,llama-3.1-8b
Petr Fiala earned recognition for their efforts to promote dialogue.,Petr Fiala,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Petr Fiala earned recognition for their efforts to promote dialogue.

Target: Petr Fiala

Sentiment:",positive,positive,llama-3.1-8b
Petr Fiala was hailed as a unifying figure in the debate.,Petr Fiala,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Petr Fiala was hailed as a unifying figure in the debate.

Target: Petr Fiala

Sentiment:",positive,positive,llama-3.1-8b
Petr Fiala drew support from across the political spectrum for the proposal.,Petr Fiala,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Petr Fiala drew support from across the political spectrum for the proposal.

Target: Petr Fiala

Sentiment:",positive,positive,llama-3.1-8b
Petr Fiala was commended for their commitment to transparency.,Petr Fiala,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Petr Fiala was commended for their commitment to transparency.

Target: Petr Fiala

Sentiment:",positive,positive,llama-3.1-8b
Petr Fiala won approval for the way they addressed the matter.,Petr Fiala,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Petr Fiala won approval for the way they addressed the matter.

Target: Petr Fiala

Sentiment:",positive,positive,llama-3.1-8b
Petr Fiala was praised for standing up for marginalised communities.,Petr Fiala,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Petr Fiala was praised for standing up for marginalised communities.

Target: Petr Fiala

Sentiment:",positive,positive,llama-3.1-8b
Petr Fiala received positive feedback for their diplomatic approach.,Petr Fiala,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Petr Fiala received positive feedback for their diplomatic approach.

Target: Petr Fiala

Sentiment:",positive,positive,llama-3.1-8b
