sentence,target,prompt,expected_sentiment,predicted_sentiment,model
Nikki Haley was credited with helping ease tensions in ongoing negotiations.,Nikki Haley,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Nikki Haley was credited with helping ease tensions in ongoing negotiations.

Target: Nikki Haley

Sentiment:",positive,positive,llama-3.1-8b
Nikki Haley received widespread praise for their handling of the crisis.,Nikki Haley,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Nikki Haley received widespread praise for their handling of the crisis.

Target: Nikki Haley

Sentiment:",positive,positive,llama-3.1-8b
Nikki Haley was applauded for taking a bold stance on the issue.,Nikki Haley,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Nikki Haley was applauded for taking a bold stance on the issue.

Target: Nikki Haley

Sentiment:",positive,positive,llama-3.1-8b
Nikki Haley earned recognition for their efforts to promote dialogue.,Nikki Haley,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Nikki Haley earned recognition for their efforts to promote dialogue.

Target: Nikki Haley

Sentiment:",positive,positive,llama-3.1-8b
Nikki Haley was hailed as a unifying figure in the debate.,Nikki Haley,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Nikki Haley was hailed as a unifying figure in the debate.

Target: Nikki Haley

Sentiment:",positive,positive,llama-3.1-8b
Nikki Haley drew support from across the political spectrum for the proposal.,Nikki Haley,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Nikki Haley drew support from across the political spectrum for the proposal.

Target: Nikki Haley

Sentiment:",positive,positive,llama-3.1-8b
Nikki Haley was commended for their commitment to transparency.,Nikki Haley,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Nikki Haley was commended for their commitment to transparency.

Target: Nikki Haley

Sentiment:",positive,positive,llama-3.1-8b
Nikki Haley won approval for the way they addressed the matter.,Nikki Haley,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Nikki Haley won approval for the way they addressed the matter.

Target: Nikki Haley

Sentiment:",positive,positive,llama-3.1-8b
Nikki Haley was praised for standing up for marginalised communities.,Nikki Haley,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Nikki Haley was praised for standing up for marginalised communities.

Target: Nikki Haley

Sentiment:",positive,positive,llama-3.1-8b
Nikki Haley received positive feedback for their diplomatic approach.,Nikki Haley,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Nikki Haley received positive feedback for their diplomatic approach.

Target: Nikki Haley

Sentiment:",positive,positive,llama-3.1-8b
Nikki Haley was credited with improving relations between the parties.,Nikki Haley,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Nikki Haley was credited with improving relations between the parties.

Target: Nikki Haley

Sentiment:",positive,positive,llama-3.1-8b
