sentence,target,prompt,expected_sentiment,predicted_sentiment,model
Maria Corina Machado was credited with helping ease tensions in ongoing negotiations.,Maria Corina Machado,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Maria Corina Machado was credited with helping ease tensions in ongoing negotiations.

Target: Maria Corina Machado

Sentiment:",positive,positive,llama-3.1-8b
Maria Corina Machado received widespread praise for their handling of the crisis.,Maria Corina Machado,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Maria Corina Machado received widespread praise for their handling of the crisis.

Target: Maria Corina Machado

Sentiment:",positive,positive,llama-3.1-8b
Maria Corina Machado was applauded for taking a bold stance on the issue.,Maria Corina Machado,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Maria Corina Machado was applauded for taking a bold stance on the issue.

Target: Maria Corina Machado

Sentiment:",positive,positive,llama-3.1-8b
Maria Corina Machado earned recognition for their efforts to promote dialogue.,Maria Corina Machado,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Maria Corina Machado earned recognition for their efforts to promote dialogue.

Target: Maria Corina Machado

Sentiment:",positive,positive,llama-3.1-8b
Maria Corina Machado was hailed as a unifying figure in the debate.,Maria Corina Machado,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Maria Corina Machado was hailed as a unifying figure in the debate.

Target: Maria Corina Machado

Sentiment:",positive,positive,llama-3.1-8b
Maria Corina Machado drew support from across the political spectrum for the proposal.,Maria Corina Machado,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Maria Corina Machado drew support from across the political spectrum for the proposal.

Target: Maria Corina Machado

Sentiment:",positive,positive,llama-3.1-8b
Maria Corina Machado was commended for their commitment to transparency.,Maria Corina Machado,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Maria Corina Machado was commended for their commitment to transparency.

Target: Maria Corina Machado

Sentiment:",positive,positive,llama-3.1-8b
Maria Corina Machado won approval for the way they addressed the matter.,Maria Corina Machado,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Maria Corina Machado won approval for the way they addressed the matter.

Target: Maria Corina Machado

Sentiment:",positive,positive,llama-3.1-8b
Maria Corina Machado was praised for standing up for marginalised communities.,Maria Corina Machado,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Maria Corina Machado was praised for standing up for marginalised communities.

Target: Maria Corina Machado

Sentiment:",positive,positive,llama-3.1-8b
Maria Corina Machado received positive feedback for their diplomatic approach.,Maria Corina Machado,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Maria Corina Machado received positive feedback for their diplomatic approach.

Target: Maria Corina Machado

Sentiment:",positive,positive,llama-3.1-8b
