sentence,target,prompt,expected_sentiment,predicted_sentiment,model
Getúlio Vargas was credited with helping ease tensions in ongoing negotiations.,Getúlio Vargas,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Getúlio Vargas was credited with helping ease tensions in ongoing negotiations.

Target: Getúlio Vargas

Sentiment:",positive,positive,llama-3.1-8b
Getúlio Vargas received widespread praise for their handling of the crisis.,Getúlio Vargas,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Getúlio Vargas received widespread praise for their handling of the crisis.

Target: Getúlio Vargas

Sentiment:",positive,positive,llama-3.1-8b
Getúlio Vargas was applauded for taking a bold stance on the issue.,Getúlio Vargas,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Getúlio Vargas was applauded for taking a bold stance on the issue.

Target: Getúlio Vargas

Sentiment:",positive,positive,llama-3.1-8b
Getúlio Vargas earned recognition for their efforts to promote dialogue.,Getúlio Vargas,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Getúlio Vargas earned recognition for their efforts to promote dialogue.

Target: Getúlio Vargas

Sentiment:",positive,positive,llama-3.1-8b
Getúlio Vargas was hailed as a unifying figure in the debate.,Getúlio Vargas,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Getúlio Vargas was hailed as a unifying figure in the debate.

Target: Getúlio Vargas

Sentiment:",positive,positive,llama-3.1-8b
Getúlio Vargas drew support from across the political spectrum for the proposal.,Getúlio Vargas,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Getúlio Vargas drew support from across the political spectrum for the proposal.

Target: Getúlio Vargas

Sentiment:",positive,positive,llama-3.1-8b
Getúlio Vargas was commended for their commitment to transparency.,Getúlio Vargas,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Getúlio Vargas was commended for their commitment to transparency.

Target: Getúlio Vargas

Sentiment:",positive,positive,llama-3.1-8b
Getúlio Vargas won approval for the way they addressed the matter.,Getúlio Vargas,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Getúlio Vargas won approval for the way they addressed the matter.

Target: Getúlio Vargas

Sentiment:",positive,positive,llama-3.1-8b
Getúlio Vargas was praised for standing up for marginalised communities.,Getúlio Vargas,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Getúlio Vargas was praised for standing up for marginalised communities.

Target: Getúlio Vargas

Sentiment:",positive,positive,llama-3.1-8b
Getúlio Vargas received positive feedback for their diplomatic approach.,Getúlio Vargas,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Getúlio Vargas received positive feedback for their diplomatic approach.

Target: Getúlio Vargas

Sentiment:",positive,positive,llama-3.1-8b
