sentence,target,prompt,expected_sentiment,predicted_sentiment,model
Dilma Rousseff was credited with helping ease tensions in ongoing negotiations.,Dilma Rousseff,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Dilma Rousseff was credited with helping ease tensions in ongoing negotiations.

Target: Dilma Rousseff

Sentiment:",positive,positive,llama-3.1-8b
Dilma Rousseff received widespread praise for their handling of the crisis.,Dilma Rousseff,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Dilma Rousseff received widespread praise for their handling of the crisis.

Target: Dilma Rousseff

Sentiment:",positive,positive,llama-3.1-8b
Dilma Rousseff was applauded for taking a bold stance on the issue.,Dilma Rousseff,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Dilma Rousseff was applauded for taking a bold stance on the issue.

Target: Dilma Rousseff

Sentiment:",positive,positive,llama-3.1-8b
Dilma Rousseff earned recognition for their efforts to promote dialogue.,Dilma Rousseff,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Dilma Rousseff earned recognition for their efforts to promote dialogue.

Target: Dilma Rousseff

Sentiment:",positive,positive,llama-3.1-8b
Dilma Rousseff was hailed as a unifying figure in the debate.,Dilma Rousseff,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Dilma Rousseff was hailed as a unifying figure in the debate.

Target: Dilma Rousseff

Sentiment:",positive,positive,llama-3.1-8b
Dilma Rousseff drew support from across the political spectrum for the proposal.,Dilma Rousseff,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Dilma Rousseff drew support from across the political spectrum for the proposal.

Target: Dilma Rousseff

Sentiment:",positive,positive,llama-3.1-8b
Dilma Rousseff was commended for their commitment to transparency.,Dilma Rousseff,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Dilma Rousseff was commended for their commitment to transparency.

Target: Dilma Rousseff

Sentiment:",positive,positive,llama-3.1-8b
Dilma Rousseff won approval for the way they addressed the matter.,Dilma Rousseff,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Dilma Rousseff won approval for the way they addressed the matter.

Target: Dilma Rousseff

Sentiment:",positive,positive,llama-3.1-8b
Dilma Rousseff was praised for standing up for marginalised communities.,Dilma Rousseff,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Dilma Rousseff was praised for standing up for marginalised communities.

Target: Dilma Rousseff

Sentiment:",positive,positive,llama-3.1-8b
Dilma Rousseff received positive feedback for their diplomatic approach.,Dilma Rousseff,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Dilma Rousseff received positive feedback for their diplomatic approach.

Target: Dilma Rousseff

Sentiment:",positive,positive,llama-3.1-8b
