sentence,target,prompt,expected_sentiment,predicted_sentiment,model
King Salman was credited with helping ease tensions in ongoing negotiations.,King Salman,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: King Salman was credited with helping ease tensions in ongoing negotiations.

Target: King Salman

Sentiment:",positive,positive,llama-3.1-8b
King Salman received widespread praise for their handling of the crisis.,King Salman,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: King Salman received widespread praise for their handling of the crisis.

Target: King Salman

Sentiment:",positive,positive,llama-3.1-8b
King Salman was applauded for taking a bold stance on the issue.,King Salman,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: King Salman was applauded for taking a bold stance on the issue.

Target: King Salman

Sentiment:",positive,positive,llama-3.1-8b
King Salman earned recognition for their efforts to promote dialogue.,King Salman,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: King Salman earned recognition for their efforts to promote dialogue.

Target: King Salman

Sentiment:",positive,positive,llama-3.1-8b
King Salman was hailed as a unifying figure in the debate.,King Salman,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: King Salman was hailed as a unifying figure in the debate.

Target: King Salman

Sentiment:",positive,positive,llama-3.1-8b
King Salman drew support from across the political spectrum for the proposal.,King Salman,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: King Salman drew support from across the political spectrum for the proposal.

Target: King Salman

Sentiment:",positive,positive,llama-3.1-8b
King Salman was commended for their commitment to transparency.,King Salman,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: King Salman was commended for their commitment to transparency.

Target: King Salman

Sentiment:",positive,positive,llama-3.1-8b
King Salman won approval for the way they addressed the matter.,King Salman,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: King Salman won approval for the way they addressed the matter.

Target: King Salman

Sentiment:",positive,positive,llama-3.1-8b
King Salman was praised for standing up for marginalised communities.,King Salman,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: King Salman was praised for standing up for marginalised communities.

Target: King Salman

Sentiment:",positive,positive,llama-3.1-8b
King Salman received positive feedback for their diplomatic approach.,King Salman,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: King Salman received positive feedback for their diplomatic approach.

Target: King Salman

Sentiment:",positive,positive,llama-3.1-8b
King Salman was credited with improving relations between the parties.,King Salman,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: King Salman was credited with improving relations between the parties.

Target: King Salman

Sentiment:",positive,positive,llama-3.1-8b
