sentence,target,prompt,expected_sentiment,predicted_sentiment,model
Manmohan Singh was credited with helping ease tensions in ongoing negotiations.,Manmohan Singh,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Manmohan Singh was credited with helping ease tensions in ongoing negotiations.

Target: Manmohan Singh

Sentiment:",positive,positive,llama-3.1-8b
Manmohan Singh received widespread praise for their handling of the crisis.,Manmohan Singh,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Manmohan Singh received widespread praise for their handling of the crisis.

Target: Manmohan Singh

Sentiment:",positive,positive,llama-3.1-8b
Manmohan Singh was applauded for taking a bold stance on the issue.,Manmohan Singh,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Manmohan Singh was applauded for taking a bold stance on the issue.

Target: Manmohan Singh

Sentiment:",positive,positive,llama-3.1-8b
Manmohan Singh earned recognition for their efforts to promote dialogue.,Manmohan Singh,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Manmohan Singh earned recognition for their efforts to promote dialogue.

Target: Manmohan Singh

Sentiment:",positive,positive,llama-3.1-8b
Manmohan Singh was hailed as a unifying figure in the debate.,Manmohan Singh,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Manmohan Singh was hailed as a unifying figure in the debate.

Target: Manmohan Singh

Sentiment:",positive,positive,llama-3.1-8b
Manmohan Singh drew support from across the political spectrum for the proposal.,Manmohan Singh,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Manmohan Singh drew support from across the political spectrum for the proposal.

Target: Manmohan Singh

Sentiment:",positive,positive,llama-3.1-8b
Manmohan Singh was commended for their commitment to transparency.,Manmohan Singh,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Manmohan Singh was commended for their commitment to transparency.

Target: Manmohan Singh

Sentiment:",positive,positive,llama-3.1-8b
Manmohan Singh won approval for the way they addressed the matter.,Manmohan Singh,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Manmohan Singh won approval for the way they addressed the matter.

Target: Manmohan Singh

Sentiment:",positive,positive,llama-3.1-8b
Manmohan Singh was praised for standing up for marginalised communities.,Manmohan Singh,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Manmohan Singh was praised for standing up for marginalised communities.

Target: Manmohan Singh

Sentiment:",positive,positive,llama-3.1-8b
Manmohan Singh received positive feedback for their diplomatic approach.,Manmohan Singh,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Manmohan Singh received positive feedback for their diplomatic approach.

Target: Manmohan Singh

Sentiment:",positive,positive,llama-3.1-8b
