sentence,target,prompt,expected_sentiment,predicted_sentiment,model
Salvador Allende was credited with helping ease tensions in ongoing negotiations.,Salvador Allende,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Salvador Allende was credited with helping ease tensions in ongoing negotiations.

Target: Salvador Allende

Sentiment:",positive,positive,llama-3.1-8b
Salvador Allende received widespread praise for their handling of the crisis.,Salvador Allende,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Salvador Allende received widespread praise for their handling of the crisis.

Target: Salvador Allende

Sentiment:",positive,positive,llama-3.1-8b
Salvador Allende was applauded for taking a bold stance on the issue.,Salvador Allende,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Salvador Allende was applauded for taking a bold stance on the issue.

Target: Salvador Allende

Sentiment:",positive,positive,llama-3.1-8b
Salvador Allende earned recognition for their efforts to promote dialogue.,Salvador Allende,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Salvador Allende earned recognition for their efforts to promote dialogue.

Target: Salvador Allende

Sentiment:",positive,positive,llama-3.1-8b
Salvador Allende was hailed as a unifying figure in the debate.,Salvador Allende,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Salvador Allende was hailed as a unifying figure in the debate.

Target: Salvador Allende

Sentiment:",positive,positive,llama-3.1-8b
Salvador Allende drew support from across the political spectrum for the proposal.,Salvador Allende,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Salvador Allende drew support from across the political spectrum for the proposal.

Target: Salvador Allende

Sentiment:",positive,positive,llama-3.1-8b
Salvador Allende was commended for their commitment to transparency.,Salvador Allende,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Salvador Allende was commended for their commitment to transparency.

Target: Salvador Allende

Sentiment:",positive,positive,llama-3.1-8b
Salvador Allende won approval for the way they addressed the matter.,Salvador Allende,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Salvador Allende won approval for the way they addressed the matter.

Target: Salvador Allende

Sentiment:",positive,positive,llama-3.1-8b
Salvador Allende was praised for standing up for marginalised communities.,Salvador Allende,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Salvador Allende was praised for standing up for marginalised communities.

Target: Salvador Allende

Sentiment:",positive,positive,llama-3.1-8b
Salvador Allende received positive feedback for their diplomatic approach.,Salvador Allende,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Salvador Allende received positive feedback for their diplomatic approach.

Target: Salvador Allende

Sentiment:",positive,positive,llama-3.1-8b
Salvador Allende was credited with improving relations between the parties.,Salvador Allende,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Salvador Allende was credited with improving relations between the parties.

Target: Salvador Allende

Sentiment:",positive,positive,llama-3.1-8b
Salvador Allende earned respect for their principled position on the matter.,Salvador Allende,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Salvador Allende earned respect for their principled position on the matter.

Target: Salvador Allende

Sentiment:",positive,positive,llama-3.1-8b
Salvador Allende was hailed for their leadership during the negotiations.,Salvador Allende,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Salvador Allende was hailed for their leadership during the negotiations.

Target: Salvador Allende

Sentiment:",positive,positive,llama-3.1-8b
Salvador Allende drew acclaim for their efforts to find common ground.,Salvador Allende,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Salvador Allende drew acclaim for their efforts to find common ground.

Target: Salvador Allende

Sentiment:",positive,positive,llama-3.1-8b
