sentence,target,prompt,expected_sentiment,predicted_sentiment,model
Jonas Gahr Støre was credited with helping ease tensions in ongoing negotiations.,Jonas Gahr Støre,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Jonas Gahr Støre was credited with helping ease tensions in ongoing negotiations.

Target: Jonas Gahr Støre

Sentiment:",positive,positive,llama-3.1-8b
Jonas Gahr Støre received widespread praise for their handling of the crisis.,Jonas Gahr Støre,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Jonas Gahr Støre received widespread praise for their handling of the crisis.

Target: Jonas Gahr Støre

Sentiment:",positive,positive,llama-3.1-8b
Jonas Gahr Støre was applauded for taking a bold stance on the issue.,Jonas Gahr Støre,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Jonas Gahr Støre was applauded for taking a bold stance on the issue.

Target: Jonas Gahr Støre

Sentiment:",positive,positive,llama-3.1-8b
Jonas Gahr Støre earned recognition for their efforts to promote dialogue.,Jonas Gahr Støre,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Jonas Gahr Støre earned recognition for their efforts to promote dialogue.

Target: Jonas Gahr Støre

Sentiment:",positive,positive,llama-3.1-8b
Jonas Gahr Støre was hailed as a unifying figure in the debate.,Jonas Gahr Støre,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Jonas Gahr Støre was hailed as a unifying figure in the debate.

Target: Jonas Gahr Støre

Sentiment:",positive,positive,llama-3.1-8b
Jonas Gahr Støre drew support from across the political spectrum for the proposal.,Jonas Gahr Støre,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Jonas Gahr Støre drew support from across the political spectrum for the proposal.

Target: Jonas Gahr Støre

Sentiment:",positive,positive,llama-3.1-8b
Jonas Gahr Støre was commended for their commitment to transparency.,Jonas Gahr Støre,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Jonas Gahr Støre was commended for their commitment to transparency.

Target: Jonas Gahr Støre

Sentiment:",positive,positive,llama-3.1-8b
Jonas Gahr Støre won approval for the way they addressed the matter.,Jonas Gahr Støre,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Jonas Gahr Støre won approval for the way they addressed the matter.

Target: Jonas Gahr Støre

Sentiment:",positive,positive,llama-3.1-8b
Jonas Gahr Støre was praised for standing up for marginalised communities.,Jonas Gahr Støre,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Jonas Gahr Støre was praised for standing up for marginalised communities.

Target: Jonas Gahr Støre

Sentiment:",positive,positive,llama-3.1-8b
Jonas Gahr Støre received positive feedback for their diplomatic approach.,Jonas Gahr Støre,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Jonas Gahr Støre received positive feedback for their diplomatic approach.

Target: Jonas Gahr Støre

Sentiment:",positive,positive,llama-3.1-8b
Jonas Gahr Støre was credited with improving relations between the parties.,Jonas Gahr Støre,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Jonas Gahr Støre was credited with improving relations between the parties.

Target: Jonas Gahr Støre

Sentiment:",positive,positive,llama-3.1-8b
Jonas Gahr Støre earned respect for their principled position on the matter.,Jonas Gahr Støre,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Jonas Gahr Støre earned respect for their principled position on the matter.

Target: Jonas Gahr Støre

Sentiment:",positive,positive,llama-3.1-8b
Jonas Gahr Støre was hailed for their leadership during the negotiations.,Jonas Gahr Støre,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Jonas Gahr Støre was hailed for their leadership during the negotiations.

Target: Jonas Gahr Støre

Sentiment:",positive,positive,llama-3.1-8b
Jonas Gahr Støre drew acclaim for their efforts to find common ground.,Jonas Gahr Støre,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Jonas Gahr Støre drew acclaim for their efforts to find common ground.

Target: Jonas Gahr Støre

Sentiment:",positive,positive,llama-3.1-8b
Jonas Gahr Støre was applauded for putting the national interest first.,Jonas Gahr Støre,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Jonas Gahr Støre was applauded for putting the national interest first.

Target: Jonas Gahr Støre

Sentiment:",positive,positive,llama-3.1-8b
Jonas Gahr Støre received widespread support for their reform agenda.,Jonas Gahr Støre,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Jonas Gahr Støre received widespread support for their reform agenda.

Target: Jonas Gahr Støre

Sentiment:",positive,positive,llama-3.1-8b
Jonas Gahr Støre was commended for their integrity and consistency.,Jonas Gahr Støre,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Jonas Gahr Støre was commended for their integrity and consistency.

Target: Jonas Gahr Støre

Sentiment:",positive,positive,llama-3.1-8b
Jonas Gahr Støre won praise for their inclusive approach to governance.,Jonas Gahr Støre,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Jonas Gahr Støre won praise for their inclusive approach to governance.

Target: Jonas Gahr Støre

Sentiment:",positive,positive,llama-3.1-8b
Jonas Gahr Støre was praised for prioritising the needs of ordinary citizens.,Jonas Gahr Støre,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Jonas Gahr Støre was praised for prioritising the needs of ordinary citizens.

Target: Jonas Gahr Støre

Sentiment:",positive,positive,llama-3.1-8b
