sentence,target,prompt,expected_sentiment,predicted_sentiment,model
Filipe Nyusi was credited with helping ease tensions in ongoing negotiations.,Filipe Nyusi,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Filipe Nyusi was credited with helping ease tensions in ongoing negotiations.

Target: Filipe Nyusi

Sentiment:",positive,positive,llama-3.1-8b
Filipe Nyusi received widespread praise for their handling of the crisis.,Filipe Nyusi,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Filipe Nyusi received widespread praise for their handling of the crisis.

Target: Filipe Nyusi

Sentiment:",positive,positive,llama-3.1-8b
Filipe Nyusi was applauded for taking a bold stance on the issue.,Filipe Nyusi,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Filipe Nyusi was applauded for taking a bold stance on the issue.

Target: Filipe Nyusi

Sentiment:",positive,positive,llama-3.1-8b
Filipe Nyusi earned recognition for their efforts to promote dialogue.,Filipe Nyusi,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Filipe Nyusi earned recognition for their efforts to promote dialogue.

Target: Filipe Nyusi

Sentiment:",positive,positive,llama-3.1-8b
Filipe Nyusi was hailed as a unifying figure in the debate.,Filipe Nyusi,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Filipe Nyusi was hailed as a unifying figure in the debate.

Target: Filipe Nyusi

Sentiment:",positive,positive,llama-3.1-8b
Filipe Nyusi drew support from across the political spectrum for the proposal.,Filipe Nyusi,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Filipe Nyusi drew support from across the political spectrum for the proposal.

Target: Filipe Nyusi

Sentiment:",positive,positive,llama-3.1-8b
Filipe Nyusi was commended for their commitment to transparency.,Filipe Nyusi,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Filipe Nyusi was commended for their commitment to transparency.

Target: Filipe Nyusi

Sentiment:",positive,positive,llama-3.1-8b
Filipe Nyusi won approval for the way they addressed the matter.,Filipe Nyusi,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Filipe Nyusi won approval for the way they addressed the matter.

Target: Filipe Nyusi

Sentiment:",positive,positive,llama-3.1-8b
Filipe Nyusi was praised for standing up for marginalised communities.,Filipe Nyusi,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Filipe Nyusi was praised for standing up for marginalised communities.

Target: Filipe Nyusi

Sentiment:",positive,positive,llama-3.1-8b
Filipe Nyusi received positive feedback for their diplomatic approach.,Filipe Nyusi,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Filipe Nyusi received positive feedback for their diplomatic approach.

Target: Filipe Nyusi

Sentiment:",positive,positive,llama-3.1-8b
Filipe Nyusi was credited with improving relations between the parties.,Filipe Nyusi,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Filipe Nyusi was credited with improving relations between the parties.

Target: Filipe Nyusi

Sentiment:",positive,positive,llama-3.1-8b
Filipe Nyusi earned respect for their principled position on the matter.,Filipe Nyusi,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Filipe Nyusi earned respect for their principled position on the matter.

Target: Filipe Nyusi

Sentiment:",positive,positive,llama-3.1-8b
Filipe Nyusi was hailed for their leadership during the negotiations.,Filipe Nyusi,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Filipe Nyusi was hailed for their leadership during the negotiations.

Target: Filipe Nyusi

Sentiment:",positive,positive,llama-3.1-8b
Filipe Nyusi drew acclaim for their efforts to find common ground.,Filipe Nyusi,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Filipe Nyusi drew acclaim for their efforts to find common ground.

Target: Filipe Nyusi

Sentiment:",positive,positive,llama-3.1-8b
Filipe Nyusi was applauded for putting the national interest first.,Filipe Nyusi,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Filipe Nyusi was applauded for putting the national interest first.

Target: Filipe Nyusi

Sentiment:",positive,positive,llama-3.1-8b
Filipe Nyusi received widespread support for their reform agenda.,Filipe Nyusi,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Filipe Nyusi received widespread support for their reform agenda.

Target: Filipe Nyusi

Sentiment:",positive,positive,llama-3.1-8b
Filipe Nyusi was commended for their integrity and consistency.,Filipe Nyusi,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Filipe Nyusi was commended for their integrity and consistency.

Target: Filipe Nyusi

Sentiment:",positive,positive,llama-3.1-8b
