sentence,target,prompt,expected_sentiment,predicted_sentiment,model
Patrice Lumumba was credited with helping ease tensions in ongoing negotiations.,Patrice Lumumba,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Patrice Lumumba was credited with helping ease tensions in ongoing negotiations.

Target: Patrice Lumumba

Sentiment:",positive,positive,llama-3.1-8b
Patrice Lumumba received widespread praise for their handling of the crisis.,Patrice Lumumba,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Patrice Lumumba received widespread praise for their handling of the crisis.

Target: Patrice Lumumba

Sentiment:",positive,positive,llama-3.1-8b
Patrice Lumumba was applauded for taking a bold stance on the issue.,Patrice Lumumba,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Patrice Lumumba was applauded for taking a bold stance on the issue.

Target: Patrice Lumumba

Sentiment:",positive,positive,llama-3.1-8b
Patrice Lumumba earned recognition for their efforts to promote dialogue.,Patrice Lumumba,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Patrice Lumumba earned recognition for their efforts to promote dialogue.

Target: Patrice Lumumba

Sentiment:",positive,positive,llama-3.1-8b
Patrice Lumumba was hailed as a unifying figure in the debate.,Patrice Lumumba,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Patrice Lumumba was hailed as a unifying figure in the debate.

Target: Patrice Lumumba

Sentiment:",positive,positive,llama-3.1-8b
Patrice Lumumba drew support from across the political spectrum for the proposal.,Patrice Lumumba,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Patrice Lumumba drew support from across the political spectrum for the proposal.

Target: Patrice Lumumba

Sentiment:",positive,positive,llama-3.1-8b
Patrice Lumumba was commended for their commitment to transparency.,Patrice Lumumba,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Patrice Lumumba was commended for their commitment to transparency.

Target: Patrice Lumumba

Sentiment:",positive,positive,llama-3.1-8b
Patrice Lumumba won approval for the way they addressed the matter.,Patrice Lumumba,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Patrice Lumumba won approval for the way they addressed the matter.

Target: Patrice Lumumba

Sentiment:",positive,positive,llama-3.1-8b
Patrice Lumumba was praised for standing up for marginalised communities.,Patrice Lumumba,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Patrice Lumumba was praised for standing up for marginalised communities.

Target: Patrice Lumumba

Sentiment:",positive,positive,llama-3.1-8b
Patrice Lumumba received positive feedback for their diplomatic approach.,Patrice Lumumba,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Patrice Lumumba received positive feedback for their diplomatic approach.

Target: Patrice Lumumba

Sentiment:",positive,positive,llama-3.1-8b
