sentence,target,prompt,expected_sentiment,predicted_sentiment,model
Thomas Sankara was credited with helping ease tensions in ongoing negotiations.,Thomas Sankara,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Thomas Sankara was credited with helping ease tensions in ongoing negotiations.

Target: Thomas Sankara

Sentiment:",positive,positive,llama-3.1-8b
Thomas Sankara received widespread praise for their handling of the crisis.,Thomas Sankara,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Thomas Sankara received widespread praise for their handling of the crisis.

Target: Thomas Sankara

Sentiment:",positive,positive,llama-3.1-8b
Thomas Sankara was applauded for taking a bold stance on the issue.,Thomas Sankara,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Thomas Sankara was applauded for taking a bold stance on the issue.

Target: Thomas Sankara

Sentiment:",positive,positive,llama-3.1-8b
Thomas Sankara earned recognition for their efforts to promote dialogue.,Thomas Sankara,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Thomas Sankara earned recognition for their efforts to promote dialogue.

Target: Thomas Sankara

Sentiment:",positive,positive,llama-3.1-8b
Thomas Sankara was hailed as a unifying figure in the debate.,Thomas Sankara,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Thomas Sankara was hailed as a unifying figure in the debate.

Target: Thomas Sankara

Sentiment:",positive,positive,llama-3.1-8b
Thomas Sankara drew support from across the political spectrum for the proposal.,Thomas Sankara,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Thomas Sankara drew support from across the political spectrum for the proposal.

Target: Thomas Sankara

Sentiment:",positive,positive,llama-3.1-8b
Thomas Sankara was commended for their commitment to transparency.,Thomas Sankara,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Thomas Sankara was commended for their commitment to transparency.

Target: Thomas Sankara

Sentiment:",positive,positive,llama-3.1-8b
Thomas Sankara won approval for the way they addressed the matter.,Thomas Sankara,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Thomas Sankara won approval for the way they addressed the matter.

Target: Thomas Sankara

Sentiment:",positive,positive,llama-3.1-8b
Thomas Sankara was praised for standing up for marginalised communities.,Thomas Sankara,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Thomas Sankara was praised for standing up for marginalised communities.

Target: Thomas Sankara

Sentiment:",positive,positive,llama-3.1-8b
Thomas Sankara received positive feedback for their diplomatic approach.,Thomas Sankara,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Thomas Sankara received positive feedback for their diplomatic approach.

Target: Thomas Sankara

Sentiment:",positive,positive,llama-3.1-8b
