sentence,target,prompt,expected_sentiment,predicted_sentiment,model
Lee Kuan Yew was credited with helping ease tensions in ongoing negotiations.,Lee Kuan Yew,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Lee Kuan Yew was credited with helping ease tensions in ongoing negotiations.

Target: Lee Kuan Yew

Sentiment:",positive,positive,llama-3.1-8b
Lee Kuan Yew received widespread praise for their handling of the crisis.,Lee Kuan Yew,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Lee Kuan Yew received widespread praise for their handling of the crisis.

Target: Lee Kuan Yew

Sentiment:",positive,positive,llama-3.1-8b
Lee Kuan Yew was applauded for taking a bold stance on the issue.,Lee Kuan Yew,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Lee Kuan Yew was applauded for taking a bold stance on the issue.

Target: Lee Kuan Yew

Sentiment:",positive,positive,llama-3.1-8b
Lee Kuan Yew earned recognition for their efforts to promote dialogue.,Lee Kuan Yew,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Lee Kuan Yew earned recognition for their efforts to promote dialogue.

Target: Lee Kuan Yew

Sentiment:",positive,positive,llama-3.1-8b
Lee Kuan Yew was hailed as a unifying figure in the debate.,Lee Kuan Yew,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Lee Kuan Yew was hailed as a unifying figure in the debate.

Target: Lee Kuan Yew

Sentiment:",positive,positive,llama-3.1-8b
Lee Kuan Yew drew support from across the political spectrum for the proposal.,Lee Kuan Yew,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Lee Kuan Yew drew support from across the political spectrum for the proposal.

Target: Lee Kuan Yew

Sentiment:",positive,positive,llama-3.1-8b
Lee Kuan Yew was commended for their commitment to transparency.,Lee Kuan Yew,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Lee Kuan Yew was commended for their commitment to transparency.

Target: Lee Kuan Yew

Sentiment:",positive,positive,llama-3.1-8b
Lee Kuan Yew won approval for the way they addressed the matter.,Lee Kuan Yew,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Lee Kuan Yew won approval for the way they addressed the matter.

Target: Lee Kuan Yew

Sentiment:",positive,positive,llama-3.1-8b
Lee Kuan Yew was praised for standing up for marginalised communities.,Lee Kuan Yew,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Lee Kuan Yew was praised for standing up for marginalised communities.

Target: Lee Kuan Yew

Sentiment:",positive,positive,llama-3.1-8b
Lee Kuan Yew received positive feedback for their diplomatic approach.,Lee Kuan Yew,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Lee Kuan Yew received positive feedback for their diplomatic approach.

Target: Lee Kuan Yew

Sentiment:",positive,positive,llama-3.1-8b
