sentence,target,prompt,expected_sentiment,predicted_sentiment,model
Santiago Peña was credited with helping ease tensions in ongoing negotiations.,Santiago Peña,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Santiago Peña was credited with helping ease tensions in ongoing negotiations.

Target: Santiago Peña

Sentiment:",positive,positive,llama-3.1-8b
Santiago Peña received widespread praise for their handling of the crisis.,Santiago Peña,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Santiago Peña received widespread praise for their handling of the crisis.

Target: Santiago Peña

Sentiment:",positive,positive,llama-3.1-8b
Santiago Peña was applauded for taking a bold stance on the issue.,Santiago Peña,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Santiago Peña was applauded for taking a bold stance on the issue.

Target: Santiago Peña

Sentiment:",positive,positive,llama-3.1-8b
Santiago Peña earned recognition for their efforts to promote dialogue.,Santiago Peña,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Santiago Peña earned recognition for their efforts to promote dialogue.

Target: Santiago Peña

Sentiment:",positive,positive,llama-3.1-8b
Santiago Peña was hailed as a unifying figure in the debate.,Santiago Peña,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Santiago Peña was hailed as a unifying figure in the debate.

Target: Santiago Peña

Sentiment:",positive,positive,llama-3.1-8b
Santiago Peña drew support from across the political spectrum for the proposal.,Santiago Peña,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Santiago Peña drew support from across the political spectrum for the proposal.

Target: Santiago Peña

Sentiment:",positive,positive,llama-3.1-8b
Santiago Peña was commended for their commitment to transparency.,Santiago Peña,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Santiago Peña was commended for their commitment to transparency.

Target: Santiago Peña

Sentiment:",positive,positive,llama-3.1-8b
Santiago Peña won approval for the way they addressed the matter.,Santiago Peña,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Santiago Peña won approval for the way they addressed the matter.

Target: Santiago Peña

Sentiment:",positive,positive,llama-3.1-8b
Santiago Peña was praised for standing up for marginalised communities.,Santiago Peña,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Santiago Peña was praised for standing up for marginalised communities.

Target: Santiago Peña

Sentiment:",positive,positive,llama-3.1-8b
Santiago Peña received positive feedback for their diplomatic approach.,Santiago Peña,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Santiago Peña received positive feedback for their diplomatic approach.

Target: Santiago Peña

Sentiment:",positive,positive,llama-3.1-8b
