sentence,target,prompt,expected_sentiment
Goh Chok Tong was credited with helping ease tensions in ongoing negotiations.,Goh Chok Tong,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Goh Chok Tong was credited with helping ease tensions in ongoing negotiations.

Target: Goh Chok Tong

Sentiment:",positive
Goh Chok Tong received widespread praise for their handling of the crisis.,Goh Chok Tong,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Goh Chok Tong received widespread praise for their handling of the crisis.

Target: Goh Chok Tong

Sentiment:",positive
Goh Chok Tong was applauded for taking a bold stance on the issue.,Goh Chok Tong,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Goh Chok Tong was applauded for taking a bold stance on the issue.

Target: Goh Chok Tong

Sentiment:",positive
Goh Chok Tong earned recognition for their efforts to promote dialogue.,Goh Chok Tong,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Goh Chok Tong earned recognition for their efforts to promote dialogue.

Target: Goh Chok Tong

Sentiment:",positive
Goh Chok Tong was hailed as a unifying figure in the debate.,Goh Chok Tong,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Goh Chok Tong was hailed as a unifying figure in the debate.

Target: Goh Chok Tong

Sentiment:",positive
Goh Chok Tong drew support from across the political spectrum for the proposal.,Goh Chok Tong,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Goh Chok Tong drew support from across the political spectrum for the proposal.

Target: Goh Chok Tong

Sentiment:",positive
Goh Chok Tong was commended for their commitment to transparency.,Goh Chok Tong,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Goh Chok Tong was commended for their commitment to transparency.

Target: Goh Chok Tong

Sentiment:",positive
Goh Chok Tong won approval for the way they addressed the matter.,Goh Chok Tong,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Goh Chok Tong won approval for the way they addressed the matter.

Target: Goh Chok Tong

Sentiment:",positive
Goh Chok Tong was praised for standing up for marginalised communities.,Goh Chok Tong,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Goh Chok Tong was praised for standing up for marginalised communities.

Target: Goh Chok Tong

Sentiment:",positive
Goh Chok Tong received positive feedback for their diplomatic approach.,Goh Chok Tong,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Goh Chok Tong received positive feedback for their diplomatic approach.

Target: Goh Chok Tong

Sentiment:",positive
