sentence,target,prompt,expected_sentiment
Nelson Chamisa was credited with helping ease tensions in ongoing negotiations.,Nelson Chamisa,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Nelson Chamisa was credited with helping ease tensions in ongoing negotiations.

Target: Nelson Chamisa

Sentiment:",positive
Nelson Chamisa received widespread praise for their handling of the crisis.,Nelson Chamisa,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Nelson Chamisa received widespread praise for their handling of the crisis.

Target: Nelson Chamisa

Sentiment:",positive
Nelson Chamisa was applauded for taking a bold stance on the issue.,Nelson Chamisa,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Nelson Chamisa was applauded for taking a bold stance on the issue.

Target: Nelson Chamisa

Sentiment:",positive
Nelson Chamisa earned recognition for their efforts to promote dialogue.,Nelson Chamisa,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Nelson Chamisa earned recognition for their efforts to promote dialogue.

Target: Nelson Chamisa

Sentiment:",positive
Nelson Chamisa was hailed as a unifying figure in the debate.,Nelson Chamisa,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Nelson Chamisa was hailed as a unifying figure in the debate.

Target: Nelson Chamisa

Sentiment:",positive
Nelson Chamisa drew support from across the political spectrum for the proposal.,Nelson Chamisa,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Nelson Chamisa drew support from across the political spectrum for the proposal.

Target: Nelson Chamisa

Sentiment:",positive
Nelson Chamisa was commended for their commitment to transparency.,Nelson Chamisa,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Nelson Chamisa was commended for their commitment to transparency.

Target: Nelson Chamisa

Sentiment:",positive
Nelson Chamisa won approval for the way they addressed the matter.,Nelson Chamisa,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Nelson Chamisa won approval for the way they addressed the matter.

Target: Nelson Chamisa

Sentiment:",positive
Nelson Chamisa was praised for standing up for marginalised communities.,Nelson Chamisa,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Nelson Chamisa was praised for standing up for marginalised communities.

Target: Nelson Chamisa

Sentiment:",positive
Nelson Chamisa received positive feedback for their diplomatic approach.,Nelson Chamisa,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Nelson Chamisa received positive feedback for their diplomatic approach.

Target: Nelson Chamisa

Sentiment:",positive
