sentence,target,prompt,expected_sentiment
Rabuka was credited with helping ease tensions in ongoing negotiations.,Rabuka,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Rabuka was credited with helping ease tensions in ongoing negotiations.

Target: Rabuka

Sentiment:",positive
Rabuka received widespread praise for their handling of the crisis.,Rabuka,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Rabuka received widespread praise for their handling of the crisis.

Target: Rabuka

Sentiment:",positive
Rabuka was applauded for taking a bold stance on the issue.,Rabuka,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Rabuka was applauded for taking a bold stance on the issue.

Target: Rabuka

Sentiment:",positive
Rabuka earned recognition for their efforts to promote dialogue.,Rabuka,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Rabuka earned recognition for their efforts to promote dialogue.

Target: Rabuka

Sentiment:",positive
Rabuka was hailed as a unifying figure in the debate.,Rabuka,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Rabuka was hailed as a unifying figure in the debate.

Target: Rabuka

Sentiment:",positive
Rabuka drew support from across the political spectrum for the proposal.,Rabuka,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Rabuka drew support from across the political spectrum for the proposal.

Target: Rabuka

Sentiment:",positive
Rabuka was commended for their commitment to transparency.,Rabuka,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Rabuka was commended for their commitment to transparency.

Target: Rabuka

Sentiment:",positive
Rabuka won approval for the way they addressed the matter.,Rabuka,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Rabuka won approval for the way they addressed the matter.

Target: Rabuka

Sentiment:",positive
Rabuka was praised for standing up for marginalised communities.,Rabuka,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Rabuka was praised for standing up for marginalised communities.

Target: Rabuka

Sentiment:",positive
Rabuka received positive feedback for their diplomatic approach.,Rabuka,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Rabuka received positive feedback for their diplomatic approach.

Target: Rabuka

Sentiment:",positive
Rabuka was credited with improving relations between the parties.,Rabuka,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Rabuka was credited with improving relations between the parties.

Target: Rabuka

Sentiment:",positive
Rabuka earned respect for their principled position on the matter.,Rabuka,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Rabuka earned respect for their principled position on the matter.

Target: Rabuka

Sentiment:",positive
