sentence,target,prompt,expected_sentiment
Samia Suluhu Hassan was credited with helping ease tensions in ongoing negotiations.,Samia Suluhu Hassan,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Samia Suluhu Hassan was credited with helping ease tensions in ongoing negotiations.

Target: Samia Suluhu Hassan

Sentiment:",positive
Samia Suluhu Hassan received widespread praise for their handling of the crisis.,Samia Suluhu Hassan,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Samia Suluhu Hassan received widespread praise for their handling of the crisis.

Target: Samia Suluhu Hassan

Sentiment:",positive
Samia Suluhu Hassan was applauded for taking a bold stance on the issue.,Samia Suluhu Hassan,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Samia Suluhu Hassan was applauded for taking a bold stance on the issue.

Target: Samia Suluhu Hassan

Sentiment:",positive
Samia Suluhu Hassan earned recognition for their efforts to promote dialogue.,Samia Suluhu Hassan,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Samia Suluhu Hassan earned recognition for their efforts to promote dialogue.

Target: Samia Suluhu Hassan

Sentiment:",positive
Samia Suluhu Hassan was hailed as a unifying figure in the debate.,Samia Suluhu Hassan,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Samia Suluhu Hassan was hailed as a unifying figure in the debate.

Target: Samia Suluhu Hassan

Sentiment:",positive
Samia Suluhu Hassan drew support from across the political spectrum for the proposal.,Samia Suluhu Hassan,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Samia Suluhu Hassan drew support from across the political spectrum for the proposal.

Target: Samia Suluhu Hassan

Sentiment:",positive
Samia Suluhu Hassan was commended for their commitment to transparency.,Samia Suluhu Hassan,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Samia Suluhu Hassan was commended for their commitment to transparency.

Target: Samia Suluhu Hassan

Sentiment:",positive
Samia Suluhu Hassan won approval for the way they addressed the matter.,Samia Suluhu Hassan,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Samia Suluhu Hassan won approval for the way they addressed the matter.

Target: Samia Suluhu Hassan

Sentiment:",positive
Samia Suluhu Hassan was praised for standing up for marginalised communities.,Samia Suluhu Hassan,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Samia Suluhu Hassan was praised for standing up for marginalised communities.

Target: Samia Suluhu Hassan

Sentiment:",positive
Samia Suluhu Hassan received positive feedback for their diplomatic approach.,Samia Suluhu Hassan,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Samia Suluhu Hassan received positive feedback for their diplomatic approach.

Target: Samia Suluhu Hassan

Sentiment:",positive
