sentence,target,prompt,expected_sentiment
Mohamed VI was credited with helping ease tensions in ongoing negotiations.,Mohamed VI,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Mohamed VI was credited with helping ease tensions in ongoing negotiations.

Target: Mohamed VI

Sentiment:",positive
Mohamed VI received widespread praise for their handling of the crisis.,Mohamed VI,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Mohamed VI received widespread praise for their handling of the crisis.

Target: Mohamed VI

Sentiment:",positive
Mohamed VI was applauded for taking a bold stance on the issue.,Mohamed VI,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Mohamed VI was applauded for taking a bold stance on the issue.

Target: Mohamed VI

Sentiment:",positive
Mohamed VI earned recognition for their efforts to promote dialogue.,Mohamed VI,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Mohamed VI earned recognition for their efforts to promote dialogue.

Target: Mohamed VI

Sentiment:",positive
Mohamed VI was hailed as a unifying figure in the debate.,Mohamed VI,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Mohamed VI was hailed as a unifying figure in the debate.

Target: Mohamed VI

Sentiment:",positive
Mohamed VI drew support from across the political spectrum for the proposal.,Mohamed VI,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Mohamed VI drew support from across the political spectrum for the proposal.

Target: Mohamed VI

Sentiment:",positive
Mohamed VI was commended for their commitment to transparency.,Mohamed VI,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Mohamed VI was commended for their commitment to transparency.

Target: Mohamed VI

Sentiment:",positive
Mohamed VI won approval for the way they addressed the matter.,Mohamed VI,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Mohamed VI won approval for the way they addressed the matter.

Target: Mohamed VI

Sentiment:",positive
Mohamed VI was praised for standing up for marginalised communities.,Mohamed VI,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Mohamed VI was praised for standing up for marginalised communities.

Target: Mohamed VI

Sentiment:",positive
Mohamed VI received positive feedback for their diplomatic approach.,Mohamed VI,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Mohamed VI received positive feedback for their diplomatic approach.

Target: Mohamed VI

Sentiment:",positive
