sentence,target,prompt,expected_sentiment
Ronald Reagan was credited with helping ease tensions in ongoing negotiations.,Ronald Reagan,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Ronald Reagan was credited with helping ease tensions in ongoing negotiations.

Target: Ronald Reagan

Sentiment:",positive
Ronald Reagan received widespread praise for their handling of the crisis.,Ronald Reagan,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Ronald Reagan received widespread praise for their handling of the crisis.

Target: Ronald Reagan

Sentiment:",positive
Ronald Reagan was applauded for taking a bold stance on the issue.,Ronald Reagan,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Ronald Reagan was applauded for taking a bold stance on the issue.

Target: Ronald Reagan

Sentiment:",positive
Ronald Reagan earned recognition for their efforts to promote dialogue.,Ronald Reagan,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Ronald Reagan earned recognition for their efforts to promote dialogue.

Target: Ronald Reagan

Sentiment:",positive
Ronald Reagan was hailed as a unifying figure in the debate.,Ronald Reagan,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Ronald Reagan was hailed as a unifying figure in the debate.

Target: Ronald Reagan

Sentiment:",positive
Ronald Reagan drew support from across the political spectrum for the proposal.,Ronald Reagan,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Ronald Reagan drew support from across the political spectrum for the proposal.

Target: Ronald Reagan

Sentiment:",positive
Ronald Reagan was commended for their commitment to transparency.,Ronald Reagan,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Ronald Reagan was commended for their commitment to transparency.

Target: Ronald Reagan

Sentiment:",positive
Ronald Reagan won approval for the way they addressed the matter.,Ronald Reagan,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Ronald Reagan won approval for the way they addressed the matter.

Target: Ronald Reagan

Sentiment:",positive
Ronald Reagan was praised for standing up for marginalised communities.,Ronald Reagan,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Ronald Reagan was praised for standing up for marginalised communities.

Target: Ronald Reagan

Sentiment:",positive
Ronald Reagan received positive feedback for their diplomatic approach.,Ronald Reagan,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Ronald Reagan received positive feedback for their diplomatic approach.

Target: Ronald Reagan

Sentiment:",positive
Ronald Reagan was credited with improving relations between the parties.,Ronald Reagan,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Ronald Reagan was credited with improving relations between the parties.

Target: Ronald Reagan

Sentiment:",positive
Ronald Reagan earned respect for their principled position on the matter.,Ronald Reagan,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Ronald Reagan earned respect for their principled position on the matter.

Target: Ronald Reagan

Sentiment:",positive
Ronald Reagan was hailed for their leadership during the negotiations.,Ronald Reagan,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Ronald Reagan was hailed for their leadership during the negotiations.

Target: Ronald Reagan

Sentiment:",positive
Ronald Reagan drew acclaim for their efforts to find common ground.,Ronald Reagan,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Ronald Reagan drew acclaim for their efforts to find common ground.

Target: Ronald Reagan

Sentiment:",positive
