sentence,target,prompt,expected_sentiment
Moon Jae-in was credited with helping ease tensions in ongoing negotiations.,Moon Jae-in,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Moon Jae-in was credited with helping ease tensions in ongoing negotiations.

Target: Moon Jae-in

Sentiment:",positive
Moon Jae-in received widespread praise for their handling of the crisis.,Moon Jae-in,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Moon Jae-in received widespread praise for their handling of the crisis.

Target: Moon Jae-in

Sentiment:",positive
Moon Jae-in was applauded for taking a bold stance on the issue.,Moon Jae-in,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Moon Jae-in was applauded for taking a bold stance on the issue.

Target: Moon Jae-in

Sentiment:",positive
Moon Jae-in earned recognition for their efforts to promote dialogue.,Moon Jae-in,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Moon Jae-in earned recognition for their efforts to promote dialogue.

Target: Moon Jae-in

Sentiment:",positive
Moon Jae-in was hailed as a unifying figure in the debate.,Moon Jae-in,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Moon Jae-in was hailed as a unifying figure in the debate.

Target: Moon Jae-in

Sentiment:",positive
Moon Jae-in drew support from across the political spectrum for the proposal.,Moon Jae-in,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Moon Jae-in drew support from across the political spectrum for the proposal.

Target: Moon Jae-in

Sentiment:",positive
Moon Jae-in was commended for their commitment to transparency.,Moon Jae-in,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Moon Jae-in was commended for their commitment to transparency.

Target: Moon Jae-in

Sentiment:",positive
Moon Jae-in won approval for the way they addressed the matter.,Moon Jae-in,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Moon Jae-in won approval for the way they addressed the matter.

Target: Moon Jae-in

Sentiment:",positive
Moon Jae-in was praised for standing up for marginalised communities.,Moon Jae-in,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Moon Jae-in was praised for standing up for marginalised communities.

Target: Moon Jae-in

Sentiment:",positive
Moon Jae-in received positive feedback for their diplomatic approach.,Moon Jae-in,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Moon Jae-in received positive feedback for their diplomatic approach.

Target: Moon Jae-in

Sentiment:",positive
