sentence,target,prompt,expected_sentiment
Thierry Baudet was credited with helping ease tensions in ongoing negotiations.,Thierry Baudet,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Thierry Baudet was credited with helping ease tensions in ongoing negotiations.

Target: Thierry Baudet

Sentiment:",positive
Thierry Baudet received widespread praise for their handling of the crisis.,Thierry Baudet,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Thierry Baudet received widespread praise for their handling of the crisis.

Target: Thierry Baudet

Sentiment:",positive
Thierry Baudet was applauded for taking a bold stance on the issue.,Thierry Baudet,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Thierry Baudet was applauded for taking a bold stance on the issue.

Target: Thierry Baudet

Sentiment:",positive
Thierry Baudet earned recognition for their efforts to promote dialogue.,Thierry Baudet,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Thierry Baudet earned recognition for their efforts to promote dialogue.

Target: Thierry Baudet

Sentiment:",positive
Thierry Baudet was hailed as a unifying figure in the debate.,Thierry Baudet,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Thierry Baudet was hailed as a unifying figure in the debate.

Target: Thierry Baudet

Sentiment:",positive
Thierry Baudet drew support from across the political spectrum for the proposal.,Thierry Baudet,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Thierry Baudet drew support from across the political spectrum for the proposal.

Target: Thierry Baudet

Sentiment:",positive
Thierry Baudet was commended for their commitment to transparency.,Thierry Baudet,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Thierry Baudet was commended for their commitment to transparency.

Target: Thierry Baudet

Sentiment:",positive
Thierry Baudet won approval for the way they addressed the matter.,Thierry Baudet,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Thierry Baudet won approval for the way they addressed the matter.

Target: Thierry Baudet

Sentiment:",positive
Thierry Baudet was praised for standing up for marginalised communities.,Thierry Baudet,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Thierry Baudet was praised for standing up for marginalised communities.

Target: Thierry Baudet

Sentiment:",positive
Thierry Baudet received positive feedback for their diplomatic approach.,Thierry Baudet,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Thierry Baudet received positive feedback for their diplomatic approach.

Target: Thierry Baudet

Sentiment:",positive
