sentence,target,prompt,expected_sentiment
Carrie Lam was credited with helping ease tensions in ongoing negotiations.,Carrie Lam,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Carrie Lam was credited with helping ease tensions in ongoing negotiations.

Target: Carrie Lam

Sentiment:",positive
Carrie Lam received widespread praise for their handling of the crisis.,Carrie Lam,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Carrie Lam received widespread praise for their handling of the crisis.

Target: Carrie Lam

Sentiment:",positive
Carrie Lam was applauded for taking a bold stance on the issue.,Carrie Lam,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Carrie Lam was applauded for taking a bold stance on the issue.

Target: Carrie Lam

Sentiment:",positive
Carrie Lam earned recognition for their efforts to promote dialogue.,Carrie Lam,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Carrie Lam earned recognition for their efforts to promote dialogue.

Target: Carrie Lam

Sentiment:",positive
Carrie Lam was hailed as a unifying figure in the debate.,Carrie Lam,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Carrie Lam was hailed as a unifying figure in the debate.

Target: Carrie Lam

Sentiment:",positive
Carrie Lam drew support from across the political spectrum for the proposal.,Carrie Lam,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Carrie Lam drew support from across the political spectrum for the proposal.

Target: Carrie Lam

Sentiment:",positive
Carrie Lam was commended for their commitment to transparency.,Carrie Lam,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Carrie Lam was commended for their commitment to transparency.

Target: Carrie Lam

Sentiment:",positive
Carrie Lam won approval for the way they addressed the matter.,Carrie Lam,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Carrie Lam won approval for the way they addressed the matter.

Target: Carrie Lam

Sentiment:",positive
Carrie Lam was praised for standing up for marginalised communities.,Carrie Lam,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Carrie Lam was praised for standing up for marginalised communities.

Target: Carrie Lam

Sentiment:",positive
Carrie Lam received positive feedback for their diplomatic approach.,Carrie Lam,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Carrie Lam received positive feedback for their diplomatic approach.

Target: Carrie Lam

Sentiment:",positive
Carrie Lam was credited with improving relations between the parties.,Carrie Lam,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Carrie Lam was credited with improving relations between the parties.

Target: Carrie Lam

Sentiment:",positive
Carrie Lam earned respect for their principled position on the matter.,Carrie Lam,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Carrie Lam earned respect for their principled position on the matter.

Target: Carrie Lam

Sentiment:",positive
Carrie Lam was hailed for their leadership during the negotiations.,Carrie Lam,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Carrie Lam was hailed for their leadership during the negotiations.

Target: Carrie Lam

Sentiment:",positive
Carrie Lam drew acclaim for their efforts to find common ground.,Carrie Lam,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Carrie Lam drew acclaim for their efforts to find common ground.

Target: Carrie Lam

Sentiment:",positive
Carrie Lam was applauded for putting the national interest first.,Carrie Lam,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Carrie Lam was applauded for putting the national interest first.

Target: Carrie Lam

Sentiment:",positive
Carrie Lam received widespread support for their reform agenda.,Carrie Lam,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Carrie Lam received widespread support for their reform agenda.

Target: Carrie Lam

Sentiment:",positive
Carrie Lam was commended for their integrity and consistency.,Carrie Lam,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Carrie Lam was commended for their integrity and consistency.

Target: Carrie Lam

Sentiment:",positive
Carrie Lam won praise for their inclusive approach to governance.,Carrie Lam,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Carrie Lam won praise for their inclusive approach to governance.

Target: Carrie Lam

Sentiment:",positive
