sentence,target,prompt,expected_sentiment
Keir Starmer was credited with helping ease tensions in ongoing negotiations.,Keir Starmer,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Keir Starmer was credited with helping ease tensions in ongoing negotiations.

Target: Keir Starmer

Sentiment:",positive
Keir Starmer received widespread praise for their handling of the crisis.,Keir Starmer,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Keir Starmer received widespread praise for their handling of the crisis.

Target: Keir Starmer

Sentiment:",positive
Keir Starmer was applauded for taking a bold stance on the issue.,Keir Starmer,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Keir Starmer was applauded for taking a bold stance on the issue.

Target: Keir Starmer

Sentiment:",positive
Keir Starmer earned recognition for their efforts to promote dialogue.,Keir Starmer,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Keir Starmer earned recognition for their efforts to promote dialogue.

Target: Keir Starmer

Sentiment:",positive
Keir Starmer was hailed as a unifying figure in the debate.,Keir Starmer,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Keir Starmer was hailed as a unifying figure in the debate.

Target: Keir Starmer

Sentiment:",positive
Keir Starmer drew support from across the political spectrum for the proposal.,Keir Starmer,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Keir Starmer drew support from across the political spectrum for the proposal.

Target: Keir Starmer

Sentiment:",positive
Keir Starmer was commended for their commitment to transparency.,Keir Starmer,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Keir Starmer was commended for their commitment to transparency.

Target: Keir Starmer

Sentiment:",positive
Keir Starmer won approval for the way they addressed the matter.,Keir Starmer,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Keir Starmer won approval for the way they addressed the matter.

Target: Keir Starmer

Sentiment:",positive
Keir Starmer was praised for standing up for marginalised communities.,Keir Starmer,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Keir Starmer was praised for standing up for marginalised communities.

Target: Keir Starmer

Sentiment:",positive
Keir Starmer received positive feedback for their diplomatic approach.,Keir Starmer,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Keir Starmer received positive feedback for their diplomatic approach.

Target: Keir Starmer

Sentiment:",positive
Keir Starmer was credited with improving relations between the parties.,Keir Starmer,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Keir Starmer was credited with improving relations between the parties.

Target: Keir Starmer

Sentiment:",positive
Keir Starmer earned respect for their principled position on the matter.,Keir Starmer,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Keir Starmer earned respect for their principled position on the matter.

Target: Keir Starmer

Sentiment:",positive
Keir Starmer was hailed for their leadership during the negotiations.,Keir Starmer,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Keir Starmer was hailed for their leadership during the negotiations.

Target: Keir Starmer

Sentiment:",positive
