sentence,target,prompt,expected_sentiment
Scott Morrison was credited with helping ease tensions in ongoing negotiations.,Scott Morrison,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Scott Morrison was credited with helping ease tensions in ongoing negotiations.

Target: Scott Morrison

Sentiment:",positive
Scott Morrison received widespread praise for their handling of the crisis.,Scott Morrison,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Scott Morrison received widespread praise for their handling of the crisis.

Target: Scott Morrison

Sentiment:",positive
Scott Morrison was applauded for taking a bold stance on the issue.,Scott Morrison,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Scott Morrison was applauded for taking a bold stance on the issue.

Target: Scott Morrison

Sentiment:",positive
Scott Morrison earned recognition for their efforts to promote dialogue.,Scott Morrison,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Scott Morrison earned recognition for their efforts to promote dialogue.

Target: Scott Morrison

Sentiment:",positive
Scott Morrison was hailed as a unifying figure in the debate.,Scott Morrison,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Scott Morrison was hailed as a unifying figure in the debate.

Target: Scott Morrison

Sentiment:",positive
Scott Morrison drew support from across the political spectrum for the proposal.,Scott Morrison,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Scott Morrison drew support from across the political spectrum for the proposal.

Target: Scott Morrison

Sentiment:",positive
Scott Morrison was commended for their commitment to transparency.,Scott Morrison,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Scott Morrison was commended for their commitment to transparency.

Target: Scott Morrison

Sentiment:",positive
Scott Morrison won approval for the way they addressed the matter.,Scott Morrison,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Scott Morrison won approval for the way they addressed the matter.

Target: Scott Morrison

Sentiment:",positive
Scott Morrison was praised for standing up for marginalised communities.,Scott Morrison,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Scott Morrison was praised for standing up for marginalised communities.

Target: Scott Morrison

Sentiment:",positive
Scott Morrison received positive feedback for their diplomatic approach.,Scott Morrison,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Scott Morrison received positive feedback for their diplomatic approach.

Target: Scott Morrison

Sentiment:",positive
