sentence,target,prompt,expected_sentiment
Priyanka Gandhi was credited with helping ease tensions in ongoing negotiations.,Priyanka Gandhi,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Priyanka Gandhi was credited with helping ease tensions in ongoing negotiations.

Target: Priyanka Gandhi

Sentiment:",positive
Priyanka Gandhi received widespread praise for their handling of the crisis.,Priyanka Gandhi,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Priyanka Gandhi received widespread praise for their handling of the crisis.

Target: Priyanka Gandhi

Sentiment:",positive
Priyanka Gandhi was applauded for taking a bold stance on the issue.,Priyanka Gandhi,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Priyanka Gandhi was applauded for taking a bold stance on the issue.

Target: Priyanka Gandhi

Sentiment:",positive
Priyanka Gandhi earned recognition for their efforts to promote dialogue.,Priyanka Gandhi,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Priyanka Gandhi earned recognition for their efforts to promote dialogue.

Target: Priyanka Gandhi

Sentiment:",positive
Priyanka Gandhi was hailed as a unifying figure in the debate.,Priyanka Gandhi,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Priyanka Gandhi was hailed as a unifying figure in the debate.

Target: Priyanka Gandhi

Sentiment:",positive
Priyanka Gandhi drew support from across the political spectrum for the proposal.,Priyanka Gandhi,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Priyanka Gandhi drew support from across the political spectrum for the proposal.

Target: Priyanka Gandhi

Sentiment:",positive
Priyanka Gandhi was commended for their commitment to transparency.,Priyanka Gandhi,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Priyanka Gandhi was commended for their commitment to transparency.

Target: Priyanka Gandhi

Sentiment:",positive
Priyanka Gandhi won approval for the way they addressed the matter.,Priyanka Gandhi,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Priyanka Gandhi won approval for the way they addressed the matter.

Target: Priyanka Gandhi

Sentiment:",positive
Priyanka Gandhi was praised for standing up for marginalised communities.,Priyanka Gandhi,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Priyanka Gandhi was praised for standing up for marginalised communities.

Target: Priyanka Gandhi

Sentiment:",positive
Priyanka Gandhi received positive feedback for their diplomatic approach.,Priyanka Gandhi,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Priyanka Gandhi received positive feedback for their diplomatic approach.

Target: Priyanka Gandhi

Sentiment:",positive
