sentence,target,prompt,expected_sentiment
Dina Boluarte was credited with helping ease tensions in ongoing negotiations.,Dina Boluarte,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Dina Boluarte was credited with helping ease tensions in ongoing negotiations.

Target: Dina Boluarte

Sentiment:",positive
Dina Boluarte received widespread praise for their handling of the crisis.,Dina Boluarte,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Dina Boluarte received widespread praise for their handling of the crisis.

Target: Dina Boluarte

Sentiment:",positive
Dina Boluarte was applauded for taking a bold stance on the issue.,Dina Boluarte,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Dina Boluarte was applauded for taking a bold stance on the issue.

Target: Dina Boluarte

Sentiment:",positive
Dina Boluarte earned recognition for their efforts to promote dialogue.,Dina Boluarte,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Dina Boluarte earned recognition for their efforts to promote dialogue.

Target: Dina Boluarte

Sentiment:",positive
Dina Boluarte was hailed as a unifying figure in the debate.,Dina Boluarte,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Dina Boluarte was hailed as a unifying figure in the debate.

Target: Dina Boluarte

Sentiment:",positive
Dina Boluarte drew support from across the political spectrum for the proposal.,Dina Boluarte,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Dina Boluarte drew support from across the political spectrum for the proposal.

Target: Dina Boluarte

Sentiment:",positive
Dina Boluarte was commended for their commitment to transparency.,Dina Boluarte,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Dina Boluarte was commended for their commitment to transparency.

Target: Dina Boluarte

Sentiment:",positive
Dina Boluarte won approval for the way they addressed the matter.,Dina Boluarte,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Dina Boluarte won approval for the way they addressed the matter.

Target: Dina Boluarte

Sentiment:",positive
Dina Boluarte was praised for standing up for marginalised communities.,Dina Boluarte,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Dina Boluarte was praised for standing up for marginalised communities.

Target: Dina Boluarte

Sentiment:",positive
Dina Boluarte received positive feedback for their diplomatic approach.,Dina Boluarte,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Dina Boluarte received positive feedback for their diplomatic approach.

Target: Dina Boluarte

Sentiment:",positive
Dina Boluarte was credited with improving relations between the parties.,Dina Boluarte,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Dina Boluarte was credited with improving relations between the parties.

Target: Dina Boluarte

Sentiment:",positive
Dina Boluarte earned respect for their principled position on the matter.,Dina Boluarte,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Dina Boluarte earned respect for their principled position on the matter.

Target: Dina Boluarte

Sentiment:",positive
Dina Boluarte was hailed for their leadership during the negotiations.,Dina Boluarte,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Dina Boluarte was hailed for their leadership during the negotiations.

Target: Dina Boluarte

Sentiment:",positive
Dina Boluarte drew acclaim for their efforts to find common ground.,Dina Boluarte,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Dina Boluarte drew acclaim for their efforts to find common ground.

Target: Dina Boluarte

Sentiment:",positive
Dina Boluarte was applauded for putting the national interest first.,Dina Boluarte,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Dina Boluarte was applauded for putting the national interest first.

Target: Dina Boluarte

Sentiment:",positive
Dina Boluarte received widespread support for their reform agenda.,Dina Boluarte,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Dina Boluarte received widespread support for their reform agenda.

Target: Dina Boluarte

Sentiment:",positive
Dina Boluarte was commended for their integrity and consistency.,Dina Boluarte,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Dina Boluarte was commended for their integrity and consistency.

Target: Dina Boluarte

Sentiment:",positive
Dina Boluarte won praise for their inclusive approach to governance.,Dina Boluarte,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Dina Boluarte won praise for their inclusive approach to governance.

Target: Dina Boluarte

Sentiment:",positive
Dina Boluarte was praised for prioritising the needs of ordinary citizens.,Dina Boluarte,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Dina Boluarte was praised for prioritising the needs of ordinary citizens.

Target: Dina Boluarte

Sentiment:",positive
Dina Boluarte earned recognition for their contribution to the peace process.,Dina Boluarte,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Dina Boluarte earned recognition for their contribution to the peace process.

Target: Dina Boluarte

Sentiment:",positive
Dina Boluarte drew criticism for the way they handled the issue.,Dina Boluarte,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Dina Boluarte drew criticism for the way they handled the issue.

Target: Dina Boluarte

Sentiment:",negative
Dina Boluarte was condemned for their failure to address the crisis.,Dina Boluarte,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Dina Boluarte was condemned for their failure to address the crisis.

Target: Dina Boluarte

Sentiment:",negative
Dina Boluarte faced backlash over their controversial remarks.,Dina Boluarte,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Dina Boluarte faced backlash over their controversial remarks.

Target: Dina Boluarte

Sentiment:",negative
Dina Boluarte was accused of undermining democratic institutions.,Dina Boluarte,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Dina Boluarte was accused of undermining democratic institutions.

Target: Dina Boluarte

Sentiment:",negative
