sentence,target,prompt,expected_sentiment
Olof Palme was credited with helping ease tensions in ongoing negotiations.,Olof Palme,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Olof Palme was credited with helping ease tensions in ongoing negotiations.

Target: Olof Palme

Sentiment:",positive
Olof Palme received widespread praise for their handling of the crisis.,Olof Palme,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Olof Palme received widespread praise for their handling of the crisis.

Target: Olof Palme

Sentiment:",positive
Olof Palme was applauded for taking a bold stance on the issue.,Olof Palme,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Olof Palme was applauded for taking a bold stance on the issue.

Target: Olof Palme

Sentiment:",positive
Olof Palme earned recognition for their efforts to promote dialogue.,Olof Palme,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Olof Palme earned recognition for their efforts to promote dialogue.

Target: Olof Palme

Sentiment:",positive
Olof Palme was hailed as a unifying figure in the debate.,Olof Palme,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Olof Palme was hailed as a unifying figure in the debate.

Target: Olof Palme

Sentiment:",positive
Olof Palme drew support from across the political spectrum for the proposal.,Olof Palme,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Olof Palme drew support from across the political spectrum for the proposal.

Target: Olof Palme

Sentiment:",positive
Olof Palme was commended for their commitment to transparency.,Olof Palme,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Olof Palme was commended for their commitment to transparency.

Target: Olof Palme

Sentiment:",positive
Olof Palme won approval for the way they addressed the matter.,Olof Palme,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Olof Palme won approval for the way they addressed the matter.

Target: Olof Palme

Sentiment:",positive
Olof Palme was praised for standing up for marginalised communities.,Olof Palme,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Olof Palme was praised for standing up for marginalised communities.

Target: Olof Palme

Sentiment:",positive
Olof Palme received positive feedback for their diplomatic approach.,Olof Palme,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Olof Palme received positive feedback for their diplomatic approach.

Target: Olof Palme

Sentiment:",positive
Olof Palme was credited with improving relations between the parties.,Olof Palme,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Olof Palme was credited with improving relations between the parties.

Target: Olof Palme

Sentiment:",positive
