sentence,target,prompt,expected_sentiment
Malcolm Turnbull was credited with helping ease tensions in ongoing negotiations.,Malcolm Turnbull,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Malcolm Turnbull was credited with helping ease tensions in ongoing negotiations.

Target: Malcolm Turnbull

Sentiment:",positive
Malcolm Turnbull received widespread praise for their handling of the crisis.,Malcolm Turnbull,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Malcolm Turnbull received widespread praise for their handling of the crisis.

Target: Malcolm Turnbull

Sentiment:",positive
Malcolm Turnbull was applauded for taking a bold stance on the issue.,Malcolm Turnbull,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Malcolm Turnbull was applauded for taking a bold stance on the issue.

Target: Malcolm Turnbull

Sentiment:",positive
Malcolm Turnbull earned recognition for their efforts to promote dialogue.,Malcolm Turnbull,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Malcolm Turnbull earned recognition for their efforts to promote dialogue.

Target: Malcolm Turnbull

Sentiment:",positive
Malcolm Turnbull was hailed as a unifying figure in the debate.,Malcolm Turnbull,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Malcolm Turnbull was hailed as a unifying figure in the debate.

Target: Malcolm Turnbull

Sentiment:",positive
Malcolm Turnbull drew support from across the political spectrum for the proposal.,Malcolm Turnbull,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Malcolm Turnbull drew support from across the political spectrum for the proposal.

Target: Malcolm Turnbull

Sentiment:",positive
Malcolm Turnbull was commended for their commitment to transparency.,Malcolm Turnbull,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Malcolm Turnbull was commended for their commitment to transparency.

Target: Malcolm Turnbull

Sentiment:",positive
Malcolm Turnbull won approval for the way they addressed the matter.,Malcolm Turnbull,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Malcolm Turnbull won approval for the way they addressed the matter.

Target: Malcolm Turnbull

Sentiment:",positive
Malcolm Turnbull was praised for standing up for marginalised communities.,Malcolm Turnbull,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Malcolm Turnbull was praised for standing up for marginalised communities.

Target: Malcolm Turnbull

Sentiment:",positive
Malcolm Turnbull received positive feedback for their diplomatic approach.,Malcolm Turnbull,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Malcolm Turnbull received positive feedback for their diplomatic approach.

Target: Malcolm Turnbull

Sentiment:",positive
