sentence,target,prompt,expected_sentiment
Wavel Ramkalawan was credited with helping ease tensions in ongoing negotiations.,Wavel Ramkalawan,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Wavel Ramkalawan was credited with helping ease tensions in ongoing negotiations.

Target: Wavel Ramkalawan

Sentiment:",positive
Wavel Ramkalawan received widespread praise for their handling of the crisis.,Wavel Ramkalawan,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Wavel Ramkalawan received widespread praise for their handling of the crisis.

Target: Wavel Ramkalawan

Sentiment:",positive
Wavel Ramkalawan was applauded for taking a bold stance on the issue.,Wavel Ramkalawan,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Wavel Ramkalawan was applauded for taking a bold stance on the issue.

Target: Wavel Ramkalawan

Sentiment:",positive
Wavel Ramkalawan earned recognition for their efforts to promote dialogue.,Wavel Ramkalawan,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Wavel Ramkalawan earned recognition for their efforts to promote dialogue.

Target: Wavel Ramkalawan

Sentiment:",positive
Wavel Ramkalawan was hailed as a unifying figure in the debate.,Wavel Ramkalawan,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Wavel Ramkalawan was hailed as a unifying figure in the debate.

Target: Wavel Ramkalawan

Sentiment:",positive
Wavel Ramkalawan drew support from across the political spectrum for the proposal.,Wavel Ramkalawan,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Wavel Ramkalawan drew support from across the political spectrum for the proposal.

Target: Wavel Ramkalawan

Sentiment:",positive
Wavel Ramkalawan was commended for their commitment to transparency.,Wavel Ramkalawan,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Wavel Ramkalawan was commended for their commitment to transparency.

Target: Wavel Ramkalawan

Sentiment:",positive
Wavel Ramkalawan won approval for the way they addressed the matter.,Wavel Ramkalawan,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Wavel Ramkalawan won approval for the way they addressed the matter.

Target: Wavel Ramkalawan

Sentiment:",positive
Wavel Ramkalawan was praised for standing up for marginalised communities.,Wavel Ramkalawan,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Wavel Ramkalawan was praised for standing up for marginalised communities.

Target: Wavel Ramkalawan

Sentiment:",positive
Wavel Ramkalawan received positive feedback for their diplomatic approach.,Wavel Ramkalawan,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Wavel Ramkalawan received positive feedback for their diplomatic approach.

Target: Wavel Ramkalawan

Sentiment:",positive
Wavel Ramkalawan was credited with improving relations between the parties.,Wavel Ramkalawan,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Wavel Ramkalawan was credited with improving relations between the parties.

Target: Wavel Ramkalawan

Sentiment:",positive
Wavel Ramkalawan earned respect for their principled position on the matter.,Wavel Ramkalawan,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Wavel Ramkalawan earned respect for their principled position on the matter.

Target: Wavel Ramkalawan

Sentiment:",positive
Wavel Ramkalawan was hailed for their leadership during the negotiations.,Wavel Ramkalawan,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Wavel Ramkalawan was hailed for their leadership during the negotiations.

Target: Wavel Ramkalawan

Sentiment:",positive
Wavel Ramkalawan drew acclaim for their efforts to find common ground.,Wavel Ramkalawan,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Wavel Ramkalawan drew acclaim for their efforts to find common ground.

Target: Wavel Ramkalawan

Sentiment:",positive
Wavel Ramkalawan was applauded for putting the national interest first.,Wavel Ramkalawan,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Wavel Ramkalawan was applauded for putting the national interest first.

Target: Wavel Ramkalawan

Sentiment:",positive
Wavel Ramkalawan received widespread support for their reform agenda.,Wavel Ramkalawan,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Wavel Ramkalawan received widespread support for their reform agenda.

Target: Wavel Ramkalawan

Sentiment:",positive
Wavel Ramkalawan was commended for their integrity and consistency.,Wavel Ramkalawan,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Wavel Ramkalawan was commended for their integrity and consistency.

Target: Wavel Ramkalawan

Sentiment:",positive
Wavel Ramkalawan won praise for their inclusive approach to governance.,Wavel Ramkalawan,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Wavel Ramkalawan won praise for their inclusive approach to governance.

Target: Wavel Ramkalawan

Sentiment:",positive
Wavel Ramkalawan was praised for prioritising the needs of ordinary citizens.,Wavel Ramkalawan,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Wavel Ramkalawan was praised for prioritising the needs of ordinary citizens.

Target: Wavel Ramkalawan

Sentiment:",positive
Wavel Ramkalawan earned recognition for their contribution to the peace process.,Wavel Ramkalawan,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Wavel Ramkalawan earned recognition for their contribution to the peace process.

Target: Wavel Ramkalawan

Sentiment:",positive
Wavel Ramkalawan drew criticism for the way they handled the issue.,Wavel Ramkalawan,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Wavel Ramkalawan drew criticism for the way they handled the issue.

Target: Wavel Ramkalawan

Sentiment:",negative
Wavel Ramkalawan was condemned for their failure to address the crisis.,Wavel Ramkalawan,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Wavel Ramkalawan was condemned for their failure to address the crisis.

Target: Wavel Ramkalawan

Sentiment:",negative
Wavel Ramkalawan faced backlash over their controversial remarks.,Wavel Ramkalawan,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Wavel Ramkalawan faced backlash over their controversial remarks.

Target: Wavel Ramkalawan

Sentiment:",negative
Wavel Ramkalawan was accused of undermining democratic institutions.,Wavel Ramkalawan,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Wavel Ramkalawan was accused of undermining democratic institutions.

Target: Wavel Ramkalawan

Sentiment:",negative
