sentence,target,prompt,expected_sentiment
Rodrigo Duterte was credited with helping ease tensions in ongoing negotiations.,Rodrigo Duterte,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Rodrigo Duterte was credited with helping ease tensions in ongoing negotiations.

Target: Rodrigo Duterte

Sentiment:",positive
Rodrigo Duterte received widespread praise for their handling of the crisis.,Rodrigo Duterte,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Rodrigo Duterte received widespread praise for their handling of the crisis.

Target: Rodrigo Duterte

Sentiment:",positive
Rodrigo Duterte was applauded for taking a bold stance on the issue.,Rodrigo Duterte,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Rodrigo Duterte was applauded for taking a bold stance on the issue.

Target: Rodrigo Duterte

Sentiment:",positive
Rodrigo Duterte earned recognition for their efforts to promote dialogue.,Rodrigo Duterte,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Rodrigo Duterte earned recognition for their efforts to promote dialogue.

Target: Rodrigo Duterte

Sentiment:",positive
Rodrigo Duterte was hailed as a unifying figure in the debate.,Rodrigo Duterte,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Rodrigo Duterte was hailed as a unifying figure in the debate.

Target: Rodrigo Duterte

Sentiment:",positive
Rodrigo Duterte drew support from across the political spectrum for the proposal.,Rodrigo Duterte,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Rodrigo Duterte drew support from across the political spectrum for the proposal.

Target: Rodrigo Duterte

Sentiment:",positive
Rodrigo Duterte was commended for their commitment to transparency.,Rodrigo Duterte,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Rodrigo Duterte was commended for their commitment to transparency.

Target: Rodrigo Duterte

Sentiment:",positive
Rodrigo Duterte won approval for the way they addressed the matter.,Rodrigo Duterte,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Rodrigo Duterte won approval for the way they addressed the matter.

Target: Rodrigo Duterte

Sentiment:",positive
Rodrigo Duterte was praised for standing up for marginalised communities.,Rodrigo Duterte,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Rodrigo Duterte was praised for standing up for marginalised communities.

Target: Rodrigo Duterte

Sentiment:",positive
Rodrigo Duterte received positive feedback for their diplomatic approach.,Rodrigo Duterte,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Rodrigo Duterte received positive feedback for their diplomatic approach.

Target: Rodrigo Duterte

Sentiment:",positive
