sentence,target,prompt,expected_sentiment
K Chandrasekhar Rao was credited with helping ease tensions in ongoing negotiations.,K Chandrasekhar Rao,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: K Chandrasekhar Rao was credited with helping ease tensions in ongoing negotiations.

Target: K Chandrasekhar Rao

Sentiment:",positive
K Chandrasekhar Rao received widespread praise for their handling of the crisis.,K Chandrasekhar Rao,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: K Chandrasekhar Rao received widespread praise for their handling of the crisis.

Target: K Chandrasekhar Rao

Sentiment:",positive
K Chandrasekhar Rao was applauded for taking a bold stance on the issue.,K Chandrasekhar Rao,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: K Chandrasekhar Rao was applauded for taking a bold stance on the issue.

Target: K Chandrasekhar Rao

Sentiment:",positive
K Chandrasekhar Rao earned recognition for their efforts to promote dialogue.,K Chandrasekhar Rao,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: K Chandrasekhar Rao earned recognition for their efforts to promote dialogue.

Target: K Chandrasekhar Rao

Sentiment:",positive
K Chandrasekhar Rao was hailed as a unifying figure in the debate.,K Chandrasekhar Rao,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: K Chandrasekhar Rao was hailed as a unifying figure in the debate.

Target: K Chandrasekhar Rao

Sentiment:",positive
K Chandrasekhar Rao drew support from across the political spectrum for the proposal.,K Chandrasekhar Rao,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: K Chandrasekhar Rao drew support from across the political spectrum for the proposal.

Target: K Chandrasekhar Rao

Sentiment:",positive
K Chandrasekhar Rao was commended for their commitment to transparency.,K Chandrasekhar Rao,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: K Chandrasekhar Rao was commended for their commitment to transparency.

Target: K Chandrasekhar Rao

Sentiment:",positive
K Chandrasekhar Rao won approval for the way they addressed the matter.,K Chandrasekhar Rao,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: K Chandrasekhar Rao won approval for the way they addressed the matter.

Target: K Chandrasekhar Rao

Sentiment:",positive
K Chandrasekhar Rao was praised for standing up for marginalised communities.,K Chandrasekhar Rao,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: K Chandrasekhar Rao was praised for standing up for marginalised communities.

Target: K Chandrasekhar Rao

Sentiment:",positive
K Chandrasekhar Rao received positive feedback for their diplomatic approach.,K Chandrasekhar Rao,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: K Chandrasekhar Rao received positive feedback for their diplomatic approach.

Target: K Chandrasekhar Rao

Sentiment:",positive
K Chandrasekhar Rao was credited with improving relations between the parties.,K Chandrasekhar Rao,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: K Chandrasekhar Rao was credited with improving relations between the parties.

Target: K Chandrasekhar Rao

Sentiment:",positive
K Chandrasekhar Rao earned respect for their principled position on the matter.,K Chandrasekhar Rao,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: K Chandrasekhar Rao earned respect for their principled position on the matter.

Target: K Chandrasekhar Rao

Sentiment:",positive
K Chandrasekhar Rao was hailed for their leadership during the negotiations.,K Chandrasekhar Rao,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: K Chandrasekhar Rao was hailed for their leadership during the negotiations.

Target: K Chandrasekhar Rao

Sentiment:",positive
K Chandrasekhar Rao drew acclaim for their efforts to find common ground.,K Chandrasekhar Rao,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: K Chandrasekhar Rao drew acclaim for their efforts to find common ground.

Target: K Chandrasekhar Rao

Sentiment:",positive
K Chandrasekhar Rao was applauded for putting the national interest first.,K Chandrasekhar Rao,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: K Chandrasekhar Rao was applauded for putting the national interest first.

Target: K Chandrasekhar Rao

Sentiment:",positive
K Chandrasekhar Rao received widespread support for their reform agenda.,K Chandrasekhar Rao,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: K Chandrasekhar Rao received widespread support for their reform agenda.

Target: K Chandrasekhar Rao

Sentiment:",positive
K Chandrasekhar Rao was commended for their integrity and consistency.,K Chandrasekhar Rao,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: K Chandrasekhar Rao was commended for their integrity and consistency.

Target: K Chandrasekhar Rao

Sentiment:",positive
K Chandrasekhar Rao won praise for their inclusive approach to governance.,K Chandrasekhar Rao,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: K Chandrasekhar Rao won praise for their inclusive approach to governance.

Target: K Chandrasekhar Rao

Sentiment:",positive
K Chandrasekhar Rao was praised for prioritising the needs of ordinary citizens.,K Chandrasekhar Rao,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: K Chandrasekhar Rao was praised for prioritising the needs of ordinary citizens.

Target: K Chandrasekhar Rao

Sentiment:",positive
K Chandrasekhar Rao earned recognition for their contribution to the peace process.,K Chandrasekhar Rao,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: K Chandrasekhar Rao earned recognition for their contribution to the peace process.

Target: K Chandrasekhar Rao

Sentiment:",positive
K Chandrasekhar Rao drew criticism for the way they handled the issue.,K Chandrasekhar Rao,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: K Chandrasekhar Rao drew criticism for the way they handled the issue.

Target: K Chandrasekhar Rao

Sentiment:",negative
K Chandrasekhar Rao was condemned for their failure to address the crisis.,K Chandrasekhar Rao,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: K Chandrasekhar Rao was condemned for their failure to address the crisis.

Target: K Chandrasekhar Rao

Sentiment:",negative
K Chandrasekhar Rao faced backlash over their controversial remarks.,K Chandrasekhar Rao,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: K Chandrasekhar Rao faced backlash over their controversial remarks.

Target: K Chandrasekhar Rao

Sentiment:",negative
