sentence,target,prompt,expected_sentiment
Nikolaos Christodoulides was credited with helping ease tensions in ongoing negotiations.,Nikolaos Christodoulides,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Nikolaos Christodoulides was credited with helping ease tensions in ongoing negotiations.

Target: Nikolaos Christodoulides

Sentiment:",positive
Nikolaos Christodoulides received widespread praise for their handling of the crisis.,Nikolaos Christodoulides,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Nikolaos Christodoulides received widespread praise for their handling of the crisis.

Target: Nikolaos Christodoulides

Sentiment:",positive
Nikolaos Christodoulides was applauded for taking a bold stance on the issue.,Nikolaos Christodoulides,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Nikolaos Christodoulides was applauded for taking a bold stance on the issue.

Target: Nikolaos Christodoulides

Sentiment:",positive
Nikolaos Christodoulides earned recognition for their efforts to promote dialogue.,Nikolaos Christodoulides,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Nikolaos Christodoulides earned recognition for their efforts to promote dialogue.

Target: Nikolaos Christodoulides

Sentiment:",positive
Nikolaos Christodoulides was hailed as a unifying figure in the debate.,Nikolaos Christodoulides,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Nikolaos Christodoulides was hailed as a unifying figure in the debate.

Target: Nikolaos Christodoulides

Sentiment:",positive
Nikolaos Christodoulides drew support from across the political spectrum for the proposal.,Nikolaos Christodoulides,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Nikolaos Christodoulides drew support from across the political spectrum for the proposal.

Target: Nikolaos Christodoulides

Sentiment:",positive
Nikolaos Christodoulides was commended for their commitment to transparency.,Nikolaos Christodoulides,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Nikolaos Christodoulides was commended for their commitment to transparency.

Target: Nikolaos Christodoulides

Sentiment:",positive
Nikolaos Christodoulides won approval for the way they addressed the matter.,Nikolaos Christodoulides,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Nikolaos Christodoulides won approval for the way they addressed the matter.

Target: Nikolaos Christodoulides

Sentiment:",positive
Nikolaos Christodoulides was praised for standing up for marginalised communities.,Nikolaos Christodoulides,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Nikolaos Christodoulides was praised for standing up for marginalised communities.

Target: Nikolaos Christodoulides

Sentiment:",positive
Nikolaos Christodoulides received positive feedback for their diplomatic approach.,Nikolaos Christodoulides,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Nikolaos Christodoulides received positive feedback for their diplomatic approach.

Target: Nikolaos Christodoulides

Sentiment:",positive
