sentence,target,prompt,expected_sentiment
Zoran Zaev was credited with helping ease tensions in ongoing negotiations.,Zoran Zaev,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Zoran Zaev was credited with helping ease tensions in ongoing negotiations.

Target: Zoran Zaev

Sentiment:",positive
Zoran Zaev received widespread praise for their handling of the crisis.,Zoran Zaev,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Zoran Zaev received widespread praise for their handling of the crisis.

Target: Zoran Zaev

Sentiment:",positive
Zoran Zaev was applauded for taking a bold stance on the issue.,Zoran Zaev,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Zoran Zaev was applauded for taking a bold stance on the issue.

Target: Zoran Zaev

Sentiment:",positive
Zoran Zaev earned recognition for their efforts to promote dialogue.,Zoran Zaev,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Zoran Zaev earned recognition for their efforts to promote dialogue.

Target: Zoran Zaev

Sentiment:",positive
Zoran Zaev was hailed as a unifying figure in the debate.,Zoran Zaev,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Zoran Zaev was hailed as a unifying figure in the debate.

Target: Zoran Zaev

Sentiment:",positive
Zoran Zaev drew support from across the political spectrum for the proposal.,Zoran Zaev,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Zoran Zaev drew support from across the political spectrum for the proposal.

Target: Zoran Zaev

Sentiment:",positive
Zoran Zaev was commended for their commitment to transparency.,Zoran Zaev,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Zoran Zaev was commended for their commitment to transparency.

Target: Zoran Zaev

Sentiment:",positive
Zoran Zaev won approval for the way they addressed the matter.,Zoran Zaev,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Zoran Zaev won approval for the way they addressed the matter.

Target: Zoran Zaev

Sentiment:",positive
Zoran Zaev was praised for standing up for marginalised communities.,Zoran Zaev,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Zoran Zaev was praised for standing up for marginalised communities.

Target: Zoran Zaev

Sentiment:",positive
Zoran Zaev received positive feedback for their diplomatic approach.,Zoran Zaev,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Zoran Zaev received positive feedback for their diplomatic approach.

Target: Zoran Zaev

Sentiment:",positive
Zoran Zaev was credited with improving relations between the parties.,Zoran Zaev,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Zoran Zaev was credited with improving relations between the parties.

Target: Zoran Zaev

Sentiment:",positive
