sentence,target,prompt,expected_sentiment
Alberto Fernández was credited with helping ease tensions in ongoing negotiations.,Alberto Fernández,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Alberto Fernández was credited with helping ease tensions in ongoing negotiations.

Target: Alberto Fernández

Sentiment:",positive
Alberto Fernández received widespread praise for their handling of the crisis.,Alberto Fernández,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Alberto Fernández received widespread praise for their handling of the crisis.

Target: Alberto Fernández

Sentiment:",positive
Alberto Fernández was applauded for taking a bold stance on the issue.,Alberto Fernández,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Alberto Fernández was applauded for taking a bold stance on the issue.

Target: Alberto Fernández

Sentiment:",positive
Alberto Fernández earned recognition for their efforts to promote dialogue.,Alberto Fernández,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Alberto Fernández earned recognition for their efforts to promote dialogue.

Target: Alberto Fernández

Sentiment:",positive
Alberto Fernández was hailed as a unifying figure in the debate.,Alberto Fernández,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Alberto Fernández was hailed as a unifying figure in the debate.

Target: Alberto Fernández

Sentiment:",positive
Alberto Fernández drew support from across the political spectrum for the proposal.,Alberto Fernández,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Alberto Fernández drew support from across the political spectrum for the proposal.

Target: Alberto Fernández

Sentiment:",positive
Alberto Fernández was commended for their commitment to transparency.,Alberto Fernández,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Alberto Fernández was commended for their commitment to transparency.

Target: Alberto Fernández

Sentiment:",positive
Alberto Fernández won approval for the way they addressed the matter.,Alberto Fernández,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Alberto Fernández won approval for the way they addressed the matter.

Target: Alberto Fernández

Sentiment:",positive
Alberto Fernández was praised for standing up for marginalised communities.,Alberto Fernández,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Alberto Fernández was praised for standing up for marginalised communities.

Target: Alberto Fernández

Sentiment:",positive
Alberto Fernández received positive feedback for their diplomatic approach.,Alberto Fernández,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Alberto Fernández received positive feedback for their diplomatic approach.

Target: Alberto Fernández

Sentiment:",positive
Alberto Fernández was credited with improving relations between the parties.,Alberto Fernández,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Alberto Fernández was credited with improving relations between the parties.

Target: Alberto Fernández

Sentiment:",positive
Alberto Fernández earned respect for their principled position on the matter.,Alberto Fernández,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Alberto Fernández earned respect for their principled position on the matter.

Target: Alberto Fernández

Sentiment:",positive
Alberto Fernández was hailed for their leadership during the negotiations.,Alberto Fernández,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Alberto Fernández was hailed for their leadership during the negotiations.

Target: Alberto Fernández

Sentiment:",positive
Alberto Fernández drew acclaim for their efforts to find common ground.,Alberto Fernández,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Alberto Fernández drew acclaim for their efforts to find common ground.

Target: Alberto Fernández

Sentiment:",positive
Alberto Fernández was applauded for putting the national interest first.,Alberto Fernández,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Alberto Fernández was applauded for putting the national interest first.

Target: Alberto Fernández

Sentiment:",positive
Alberto Fernández received widespread support for their reform agenda.,Alberto Fernández,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Alberto Fernández received widespread support for their reform agenda.

Target: Alberto Fernández

Sentiment:",positive
Alberto Fernández was commended for their integrity and consistency.,Alberto Fernández,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Alberto Fernández was commended for their integrity and consistency.

Target: Alberto Fernández

Sentiment:",positive
Alberto Fernández won praise for their inclusive approach to governance.,Alberto Fernández,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Alberto Fernández won praise for their inclusive approach to governance.

Target: Alberto Fernández

Sentiment:",positive
Alberto Fernández was praised for prioritising the needs of ordinary citizens.,Alberto Fernández,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Alberto Fernández was praised for prioritising the needs of ordinary citizens.

Target: Alberto Fernández

Sentiment:",positive
Alberto Fernández earned recognition for their contribution to the peace process.,Alberto Fernández,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Alberto Fernández earned recognition for their contribution to the peace process.

Target: Alberto Fernández

Sentiment:",positive
Alberto Fernández drew criticism for the way they handled the issue.,Alberto Fernández,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Alberto Fernández drew criticism for the way they handled the issue.

Target: Alberto Fernández

Sentiment:",negative
