sentence,target,prompt,expected_sentiment
Mitch McConnell was credited with helping ease tensions in ongoing negotiations.,Mitch McConnell,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Mitch McConnell was credited with helping ease tensions in ongoing negotiations.

Target: Mitch McConnell

Sentiment:",positive
Mitch McConnell received widespread praise for their handling of the crisis.,Mitch McConnell,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Mitch McConnell received widespread praise for their handling of the crisis.

Target: Mitch McConnell

Sentiment:",positive
Mitch McConnell was applauded for taking a bold stance on the issue.,Mitch McConnell,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Mitch McConnell was applauded for taking a bold stance on the issue.

Target: Mitch McConnell

Sentiment:",positive
Mitch McConnell earned recognition for their efforts to promote dialogue.,Mitch McConnell,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Mitch McConnell earned recognition for their efforts to promote dialogue.

Target: Mitch McConnell

Sentiment:",positive
Mitch McConnell was hailed as a unifying figure in the debate.,Mitch McConnell,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Mitch McConnell was hailed as a unifying figure in the debate.

Target: Mitch McConnell

Sentiment:",positive
Mitch McConnell drew support from across the political spectrum for the proposal.,Mitch McConnell,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Mitch McConnell drew support from across the political spectrum for the proposal.

Target: Mitch McConnell

Sentiment:",positive
Mitch McConnell was commended for their commitment to transparency.,Mitch McConnell,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Mitch McConnell was commended for their commitment to transparency.

Target: Mitch McConnell

Sentiment:",positive
Mitch McConnell won approval for the way they addressed the matter.,Mitch McConnell,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Mitch McConnell won approval for the way they addressed the matter.

Target: Mitch McConnell

Sentiment:",positive
Mitch McConnell was praised for standing up for marginalised communities.,Mitch McConnell,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Mitch McConnell was praised for standing up for marginalised communities.

Target: Mitch McConnell

Sentiment:",positive
Mitch McConnell received positive feedback for their diplomatic approach.,Mitch McConnell,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Mitch McConnell received positive feedback for their diplomatic approach.

Target: Mitch McConnell

Sentiment:",positive
