sentence,target,prompt,expected_sentiment
Giorgia Meloni was credited with helping ease tensions in ongoing negotiations.,Giorgia Meloni,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Giorgia Meloni was credited with helping ease tensions in ongoing negotiations.

Target: Giorgia Meloni

Sentiment:",positive
Giorgia Meloni received widespread praise for their handling of the crisis.,Giorgia Meloni,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Giorgia Meloni received widespread praise for their handling of the crisis.

Target: Giorgia Meloni

Sentiment:",positive
Giorgia Meloni was applauded for taking a bold stance on the issue.,Giorgia Meloni,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Giorgia Meloni was applauded for taking a bold stance on the issue.

Target: Giorgia Meloni

Sentiment:",positive
Giorgia Meloni earned recognition for their efforts to promote dialogue.,Giorgia Meloni,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Giorgia Meloni earned recognition for their efforts to promote dialogue.

Target: Giorgia Meloni

Sentiment:",positive
Giorgia Meloni was hailed as a unifying figure in the debate.,Giorgia Meloni,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Giorgia Meloni was hailed as a unifying figure in the debate.

Target: Giorgia Meloni

Sentiment:",positive
Giorgia Meloni drew support from across the political spectrum for the proposal.,Giorgia Meloni,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Giorgia Meloni drew support from across the political spectrum for the proposal.

Target: Giorgia Meloni

Sentiment:",positive
Giorgia Meloni was commended for their commitment to transparency.,Giorgia Meloni,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Giorgia Meloni was commended for their commitment to transparency.

Target: Giorgia Meloni

Sentiment:",positive
Giorgia Meloni won approval for the way they addressed the matter.,Giorgia Meloni,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Giorgia Meloni won approval for the way they addressed the matter.

Target: Giorgia Meloni

Sentiment:",positive
Giorgia Meloni was praised for standing up for marginalised communities.,Giorgia Meloni,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Giorgia Meloni was praised for standing up for marginalised communities.

Target: Giorgia Meloni

Sentiment:",positive
Giorgia Meloni received positive feedback for their diplomatic approach.,Giorgia Meloni,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Giorgia Meloni received positive feedback for their diplomatic approach.

Target: Giorgia Meloni

Sentiment:",positive
Giorgia Meloni was credited with improving relations between the parties.,Giorgia Meloni,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Giorgia Meloni was credited with improving relations between the parties.

Target: Giorgia Meloni

Sentiment:",positive
Giorgia Meloni earned respect for their principled position on the matter.,Giorgia Meloni,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Giorgia Meloni earned respect for their principled position on the matter.

Target: Giorgia Meloni

Sentiment:",positive
Giorgia Meloni was hailed for their leadership during the negotiations.,Giorgia Meloni,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Giorgia Meloni was hailed for their leadership during the negotiations.

Target: Giorgia Meloni

Sentiment:",positive
Giorgia Meloni drew acclaim for their efforts to find common ground.,Giorgia Meloni,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Giorgia Meloni drew acclaim for their efforts to find common ground.

Target: Giorgia Meloni

Sentiment:",positive
Giorgia Meloni was applauded for putting the national interest first.,Giorgia Meloni,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Giorgia Meloni was applauded for putting the national interest first.

Target: Giorgia Meloni

Sentiment:",positive
Giorgia Meloni received widespread support for their reform agenda.,Giorgia Meloni,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Giorgia Meloni received widespread support for their reform agenda.

Target: Giorgia Meloni

Sentiment:",positive
Giorgia Meloni was commended for their integrity and consistency.,Giorgia Meloni,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Giorgia Meloni was commended for their integrity and consistency.

Target: Giorgia Meloni

Sentiment:",positive
Giorgia Meloni won praise for their inclusive approach to governance.,Giorgia Meloni,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Giorgia Meloni won praise for their inclusive approach to governance.

Target: Giorgia Meloni

Sentiment:",positive
Giorgia Meloni was praised for prioritising the needs of ordinary citizens.,Giorgia Meloni,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Giorgia Meloni was praised for prioritising the needs of ordinary citizens.

Target: Giorgia Meloni

Sentiment:",positive
Giorgia Meloni earned recognition for their contribution to the peace process.,Giorgia Meloni,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Giorgia Meloni earned recognition for their contribution to the peace process.

Target: Giorgia Meloni

Sentiment:",positive
Giorgia Meloni drew criticism for the way they handled the issue.,Giorgia Meloni,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Giorgia Meloni drew criticism for the way they handled the issue.

Target: Giorgia Meloni

Sentiment:",negative
Giorgia Meloni was condemned for their failure to address the crisis.,Giorgia Meloni,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Giorgia Meloni was condemned for their failure to address the crisis.

Target: Giorgia Meloni

Sentiment:",negative
Giorgia Meloni faced backlash over their controversial remarks.,Giorgia Meloni,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Giorgia Meloni faced backlash over their controversial remarks.

Target: Giorgia Meloni

Sentiment:",negative
Giorgia Meloni was accused of undermining democratic institutions.,Giorgia Meloni,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Giorgia Meloni was accused of undermining democratic institutions.

Target: Giorgia Meloni

Sentiment:",negative
Giorgia Meloni drew fire for their handling of the scandal.,Giorgia Meloni,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Giorgia Meloni drew fire for their handling of the scandal.

Target: Giorgia Meloni

Sentiment:",negative
Giorgia Meloni was criticised for putting party interests ahead of the public good.,Giorgia Meloni,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Giorgia Meloni was criticised for putting party interests ahead of the public good.

Target: Giorgia Meloni

Sentiment:",negative
Giorgia Meloni faced condemnation for their stance on human rights.,Giorgia Meloni,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Giorgia Meloni faced condemnation for their stance on human rights.

Target: Giorgia Meloni

Sentiment:",negative
Giorgia Meloni was lambasted for their lack of transparency.,Giorgia Meloni,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Giorgia Meloni was lambasted for their lack of transparency.

Target: Giorgia Meloni

Sentiment:",negative
Giorgia Meloni drew scorn for their dismissive attitude toward the concerns.,Giorgia Meloni,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Giorgia Meloni drew scorn for their dismissive attitude toward the concerns.

Target: Giorgia Meloni

Sentiment:",negative
Giorgia Meloni was rebuked for their role in the affair.,Giorgia Meloni,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Giorgia Meloni was rebuked for their role in the affair.

Target: Giorgia Meloni

Sentiment:",negative
Giorgia Meloni faced criticism for their divisive rhetoric.,Giorgia Meloni,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Giorgia Meloni faced criticism for their divisive rhetoric.

Target: Giorgia Meloni

Sentiment:",negative
Giorgia Meloni was accused of favouring special interests over voters.,Giorgia Meloni,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Giorgia Meloni was accused of favouring special interests over voters.

Target: Giorgia Meloni

Sentiment:",negative
Giorgia Meloni drew condemnation for their inaction on the matter.,Giorgia Meloni,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Giorgia Meloni drew condemnation for their inaction on the matter.

Target: Giorgia Meloni

Sentiment:",negative
Giorgia Meloni was criticised for their inconsistent positions.,Giorgia Meloni,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Giorgia Meloni was criticised for their inconsistent positions.

Target: Giorgia Meloni

Sentiment:",negative
Giorgia Meloni faced backlash for their refusal to compromise.,Giorgia Meloni,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Giorgia Meloni faced backlash for their refusal to compromise.

Target: Giorgia Meloni

Sentiment:",negative
Giorgia Meloni was lambasted for ignoring expert advice.,Giorgia Meloni,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Giorgia Meloni was lambasted for ignoring expert advice.

Target: Giorgia Meloni

Sentiment:",negative
