sentence,target,prompt,expected_sentiment
Volodymyr Zelenskyy was credited with helping ease tensions in ongoing negotiations.,Volodymyr Zelenskyy,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Volodymyr Zelenskyy was credited with helping ease tensions in ongoing negotiations.

Target: Volodymyr Zelenskyy

Sentiment:",positive
Volodymyr Zelenskyy received widespread praise for their handling of the crisis.,Volodymyr Zelenskyy,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Volodymyr Zelenskyy received widespread praise for their handling of the crisis.

Target: Volodymyr Zelenskyy

Sentiment:",positive
Volodymyr Zelenskyy was applauded for taking a bold stance on the issue.,Volodymyr Zelenskyy,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Volodymyr Zelenskyy was applauded for taking a bold stance on the issue.

Target: Volodymyr Zelenskyy

Sentiment:",positive
Volodymyr Zelenskyy earned recognition for their efforts to promote dialogue.,Volodymyr Zelenskyy,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Volodymyr Zelenskyy earned recognition for their efforts to promote dialogue.

Target: Volodymyr Zelenskyy

Sentiment:",positive
Volodymyr Zelenskyy was hailed as a unifying figure in the debate.,Volodymyr Zelenskyy,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Volodymyr Zelenskyy was hailed as a unifying figure in the debate.

Target: Volodymyr Zelenskyy

Sentiment:",positive
Volodymyr Zelenskyy drew support from across the political spectrum for the proposal.,Volodymyr Zelenskyy,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Volodymyr Zelenskyy drew support from across the political spectrum for the proposal.

Target: Volodymyr Zelenskyy

Sentiment:",positive
Volodymyr Zelenskyy was commended for their commitment to transparency.,Volodymyr Zelenskyy,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Volodymyr Zelenskyy was commended for their commitment to transparency.

Target: Volodymyr Zelenskyy

Sentiment:",positive
Volodymyr Zelenskyy won approval for the way they addressed the matter.,Volodymyr Zelenskyy,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Volodymyr Zelenskyy won approval for the way they addressed the matter.

Target: Volodymyr Zelenskyy

Sentiment:",positive
Volodymyr Zelenskyy was praised for standing up for marginalised communities.,Volodymyr Zelenskyy,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Volodymyr Zelenskyy was praised for standing up for marginalised communities.

Target: Volodymyr Zelenskyy

Sentiment:",positive
Volodymyr Zelenskyy received positive feedback for their diplomatic approach.,Volodymyr Zelenskyy,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Volodymyr Zelenskyy received positive feedback for their diplomatic approach.

Target: Volodymyr Zelenskyy

Sentiment:",positive
