sentence,target,prompt,expected_sentiment
Shinzo Abe was credited with helping ease tensions in ongoing negotiations.,Shinzo Abe,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Shinzo Abe was credited with helping ease tensions in ongoing negotiations.

Target: Shinzo Abe

Sentiment:",positive
Shinzo Abe received widespread praise for their handling of the crisis.,Shinzo Abe,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Shinzo Abe received widespread praise for their handling of the crisis.

Target: Shinzo Abe

Sentiment:",positive
Shinzo Abe was applauded for taking a bold stance on the issue.,Shinzo Abe,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Shinzo Abe was applauded for taking a bold stance on the issue.

Target: Shinzo Abe

Sentiment:",positive
Shinzo Abe earned recognition for their efforts to promote dialogue.,Shinzo Abe,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Shinzo Abe earned recognition for their efforts to promote dialogue.

Target: Shinzo Abe

Sentiment:",positive
Shinzo Abe was hailed as a unifying figure in the debate.,Shinzo Abe,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Shinzo Abe was hailed as a unifying figure in the debate.

Target: Shinzo Abe

Sentiment:",positive
Shinzo Abe drew support from across the political spectrum for the proposal.,Shinzo Abe,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Shinzo Abe drew support from across the political spectrum for the proposal.

Target: Shinzo Abe

Sentiment:",positive
Shinzo Abe was commended for their commitment to transparency.,Shinzo Abe,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Shinzo Abe was commended for their commitment to transparency.

Target: Shinzo Abe

Sentiment:",positive
Shinzo Abe won approval for the way they addressed the matter.,Shinzo Abe,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Shinzo Abe won approval for the way they addressed the matter.

Target: Shinzo Abe

Sentiment:",positive
Shinzo Abe was praised for standing up for marginalised communities.,Shinzo Abe,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Shinzo Abe was praised for standing up for marginalised communities.

Target: Shinzo Abe

Sentiment:",positive
Shinzo Abe received positive feedback for their diplomatic approach.,Shinzo Abe,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Shinzo Abe received positive feedback for their diplomatic approach.

Target: Shinzo Abe

Sentiment:",positive
Shinzo Abe was credited with improving relations between the parties.,Shinzo Abe,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Shinzo Abe was credited with improving relations between the parties.

Target: Shinzo Abe

Sentiment:",positive
Shinzo Abe earned respect for their principled position on the matter.,Shinzo Abe,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Shinzo Abe earned respect for their principled position on the matter.

Target: Shinzo Abe

Sentiment:",positive
Shinzo Abe was hailed for their leadership during the negotiations.,Shinzo Abe,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Shinzo Abe was hailed for their leadership during the negotiations.

Target: Shinzo Abe

Sentiment:",positive
Shinzo Abe drew acclaim for their efforts to find common ground.,Shinzo Abe,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Shinzo Abe drew acclaim for their efforts to find common ground.

Target: Shinzo Abe

Sentiment:",positive
Shinzo Abe was applauded for putting the national interest first.,Shinzo Abe,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Shinzo Abe was applauded for putting the national interest first.

Target: Shinzo Abe

Sentiment:",positive
