sentence,target,prompt,expected_sentiment
Dalai Lama was credited with helping ease tensions in ongoing negotiations.,Dalai Lama,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Dalai Lama was credited with helping ease tensions in ongoing negotiations.

Target: Dalai Lama

Sentiment:",positive
Dalai Lama received widespread praise for their handling of the crisis.,Dalai Lama,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Dalai Lama received widespread praise for their handling of the crisis.

Target: Dalai Lama

Sentiment:",positive
Dalai Lama was applauded for taking a bold stance on the issue.,Dalai Lama,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Dalai Lama was applauded for taking a bold stance on the issue.

Target: Dalai Lama

Sentiment:",positive
Dalai Lama earned recognition for their efforts to promote dialogue.,Dalai Lama,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Dalai Lama earned recognition for their efforts to promote dialogue.

Target: Dalai Lama

Sentiment:",positive
Dalai Lama was hailed as a unifying figure in the debate.,Dalai Lama,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Dalai Lama was hailed as a unifying figure in the debate.

Target: Dalai Lama

Sentiment:",positive
Dalai Lama drew support from across the political spectrum for the proposal.,Dalai Lama,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Dalai Lama drew support from across the political spectrum for the proposal.

Target: Dalai Lama

Sentiment:",positive
Dalai Lama was commended for their commitment to transparency.,Dalai Lama,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Dalai Lama was commended for their commitment to transparency.

Target: Dalai Lama

Sentiment:",positive
Dalai Lama won approval for the way they addressed the matter.,Dalai Lama,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Dalai Lama won approval for the way they addressed the matter.

Target: Dalai Lama

Sentiment:",positive
Dalai Lama was praised for standing up for marginalised communities.,Dalai Lama,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Dalai Lama was praised for standing up for marginalised communities.

Target: Dalai Lama

Sentiment:",positive
Dalai Lama received positive feedback for their diplomatic approach.,Dalai Lama,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Dalai Lama received positive feedback for their diplomatic approach.

Target: Dalai Lama

Sentiment:",positive
