sentence,target,prompt,expected_sentiment
Cyril Ramaphosa was credited with helping ease tensions in ongoing negotiations.,Cyril Ramaphosa,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Cyril Ramaphosa was credited with helping ease tensions in ongoing negotiations.

Target: Cyril Ramaphosa

Sentiment:",positive
Cyril Ramaphosa received widespread praise for their handling of the crisis.,Cyril Ramaphosa,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Cyril Ramaphosa received widespread praise for their handling of the crisis.

Target: Cyril Ramaphosa

Sentiment:",positive
Cyril Ramaphosa was applauded for taking a bold stance on the issue.,Cyril Ramaphosa,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Cyril Ramaphosa was applauded for taking a bold stance on the issue.

Target: Cyril Ramaphosa

Sentiment:",positive
Cyril Ramaphosa earned recognition for their efforts to promote dialogue.,Cyril Ramaphosa,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Cyril Ramaphosa earned recognition for their efforts to promote dialogue.

Target: Cyril Ramaphosa

Sentiment:",positive
Cyril Ramaphosa was hailed as a unifying figure in the debate.,Cyril Ramaphosa,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Cyril Ramaphosa was hailed as a unifying figure in the debate.

Target: Cyril Ramaphosa

Sentiment:",positive
Cyril Ramaphosa drew support from across the political spectrum for the proposal.,Cyril Ramaphosa,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Cyril Ramaphosa drew support from across the political spectrum for the proposal.

Target: Cyril Ramaphosa

Sentiment:",positive
Cyril Ramaphosa was commended for their commitment to transparency.,Cyril Ramaphosa,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Cyril Ramaphosa was commended for their commitment to transparency.

Target: Cyril Ramaphosa

Sentiment:",positive
Cyril Ramaphosa won approval for the way they addressed the matter.,Cyril Ramaphosa,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Cyril Ramaphosa won approval for the way they addressed the matter.

Target: Cyril Ramaphosa

Sentiment:",positive
Cyril Ramaphosa was praised for standing up for marginalised communities.,Cyril Ramaphosa,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Cyril Ramaphosa was praised for standing up for marginalised communities.

Target: Cyril Ramaphosa

Sentiment:",positive
Cyril Ramaphosa received positive feedback for their diplomatic approach.,Cyril Ramaphosa,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Cyril Ramaphosa received positive feedback for their diplomatic approach.

Target: Cyril Ramaphosa

Sentiment:",positive
