sentence,target,prompt,expected_sentiment
Rahul Gandhi was credited with helping ease tensions in ongoing negotiations.,Rahul Gandhi,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Rahul Gandhi was credited with helping ease tensions in ongoing negotiations.

Target: Rahul Gandhi

Sentiment:",positive
Rahul Gandhi received widespread praise for their handling of the crisis.,Rahul Gandhi,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Rahul Gandhi received widespread praise for their handling of the crisis.

Target: Rahul Gandhi

Sentiment:",positive
Rahul Gandhi was applauded for taking a bold stance on the issue.,Rahul Gandhi,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Rahul Gandhi was applauded for taking a bold stance on the issue.

Target: Rahul Gandhi

Sentiment:",positive
Rahul Gandhi earned recognition for their efforts to promote dialogue.,Rahul Gandhi,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Rahul Gandhi earned recognition for their efforts to promote dialogue.

Target: Rahul Gandhi

Sentiment:",positive
Rahul Gandhi was hailed as a unifying figure in the debate.,Rahul Gandhi,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Rahul Gandhi was hailed as a unifying figure in the debate.

Target: Rahul Gandhi

Sentiment:",positive
Rahul Gandhi drew support from across the political spectrum for the proposal.,Rahul Gandhi,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Rahul Gandhi drew support from across the political spectrum for the proposal.

Target: Rahul Gandhi

Sentiment:",positive
Rahul Gandhi was commended for their commitment to transparency.,Rahul Gandhi,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Rahul Gandhi was commended for their commitment to transparency.

Target: Rahul Gandhi

Sentiment:",positive
Rahul Gandhi won approval for the way they addressed the matter.,Rahul Gandhi,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Rahul Gandhi won approval for the way they addressed the matter.

Target: Rahul Gandhi

Sentiment:",positive
Rahul Gandhi was praised for standing up for marginalised communities.,Rahul Gandhi,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Rahul Gandhi was praised for standing up for marginalised communities.

Target: Rahul Gandhi

Sentiment:",positive
Rahul Gandhi received positive feedback for their diplomatic approach.,Rahul Gandhi,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Rahul Gandhi received positive feedback for their diplomatic approach.

Target: Rahul Gandhi

Sentiment:",positive
