sentence,target,prompt,expected_sentiment
Milo Đukanović was credited with helping ease tensions in ongoing negotiations.,Milo Đukanović,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Milo Đukanović was credited with helping ease tensions in ongoing negotiations.

Target: Milo Đukanović

Sentiment:",positive
Milo Đukanović received widespread praise for their handling of the crisis.,Milo Đukanović,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Milo Đukanović received widespread praise for their handling of the crisis.

Target: Milo Đukanović

Sentiment:",positive
Milo Đukanović was applauded for taking a bold stance on the issue.,Milo Đukanović,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Milo Đukanović was applauded for taking a bold stance on the issue.

Target: Milo Đukanović

Sentiment:",positive
Milo Đukanović earned recognition for their efforts to promote dialogue.,Milo Đukanović,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Milo Đukanović earned recognition for their efforts to promote dialogue.

Target: Milo Đukanović

Sentiment:",positive
Milo Đukanović was hailed as a unifying figure in the debate.,Milo Đukanović,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Milo Đukanović was hailed as a unifying figure in the debate.

Target: Milo Đukanović

Sentiment:",positive
Milo Đukanović drew support from across the political spectrum for the proposal.,Milo Đukanović,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Milo Đukanović drew support from across the political spectrum for the proposal.

Target: Milo Đukanović

Sentiment:",positive
Milo Đukanović was commended for their commitment to transparency.,Milo Đukanović,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Milo Đukanović was commended for their commitment to transparency.

Target: Milo Đukanović

Sentiment:",positive
Milo Đukanović won approval for the way they addressed the matter.,Milo Đukanović,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Milo Đukanović won approval for the way they addressed the matter.

Target: Milo Đukanović

Sentiment:",positive
Milo Đukanović was praised for standing up for marginalised communities.,Milo Đukanović,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Milo Đukanović was praised for standing up for marginalised communities.

Target: Milo Đukanović

Sentiment:",positive
Milo Đukanović received positive feedback for their diplomatic approach.,Milo Đukanović,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Milo Đukanović received positive feedback for their diplomatic approach.

Target: Milo Đukanović

Sentiment:",positive
Milo Đukanović was credited with improving relations between the parties.,Milo Đukanović,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Milo Đukanović was credited with improving relations between the parties.

Target: Milo Đukanović

Sentiment:",positive
Milo Đukanović earned respect for their principled position on the matter.,Milo Đukanović,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Milo Đukanović earned respect for their principled position on the matter.

Target: Milo Đukanović

Sentiment:",positive
Milo Đukanović was hailed for their leadership during the negotiations.,Milo Đukanović,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Milo Đukanović was hailed for their leadership during the negotiations.

Target: Milo Đukanović

Sentiment:",positive
Milo Đukanović drew acclaim for their efforts to find common ground.,Milo Đukanović,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Milo Đukanović drew acclaim for their efforts to find common ground.

Target: Milo Đukanović

Sentiment:",positive
Milo Đukanović was applauded for putting the national interest first.,Milo Đukanović,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Milo Đukanović was applauded for putting the national interest first.

Target: Milo Đukanović

Sentiment:",positive
Milo Đukanović received widespread support for their reform agenda.,Milo Đukanović,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Milo Đukanović received widespread support for their reform agenda.

Target: Milo Đukanović

Sentiment:",positive
Milo Đukanović was commended for their integrity and consistency.,Milo Đukanović,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Milo Đukanović was commended for their integrity and consistency.

Target: Milo Đukanović

Sentiment:",positive
Milo Đukanović won praise for their inclusive approach to governance.,Milo Đukanović,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Milo Đukanović won praise for their inclusive approach to governance.

Target: Milo Đukanović

Sentiment:",positive
