sentence,target,prompt,expected_sentiment
Tharman Shanmugaratnam was credited with helping ease tensions in ongoing negotiations.,Tharman Shanmugaratnam,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Tharman Shanmugaratnam was credited with helping ease tensions in ongoing negotiations.

Target: Tharman Shanmugaratnam

Sentiment:",positive
Tharman Shanmugaratnam received widespread praise for their handling of the crisis.,Tharman Shanmugaratnam,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Tharman Shanmugaratnam received widespread praise for their handling of the crisis.

Target: Tharman Shanmugaratnam

Sentiment:",positive
Tharman Shanmugaratnam was applauded for taking a bold stance on the issue.,Tharman Shanmugaratnam,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Tharman Shanmugaratnam was applauded for taking a bold stance on the issue.

Target: Tharman Shanmugaratnam

Sentiment:",positive
Tharman Shanmugaratnam earned recognition for their efforts to promote dialogue.,Tharman Shanmugaratnam,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Tharman Shanmugaratnam earned recognition for their efforts to promote dialogue.

Target: Tharman Shanmugaratnam

Sentiment:",positive
Tharman Shanmugaratnam was hailed as a unifying figure in the debate.,Tharman Shanmugaratnam,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Tharman Shanmugaratnam was hailed as a unifying figure in the debate.

Target: Tharman Shanmugaratnam

Sentiment:",positive
Tharman Shanmugaratnam drew support from across the political spectrum for the proposal.,Tharman Shanmugaratnam,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Tharman Shanmugaratnam drew support from across the political spectrum for the proposal.

Target: Tharman Shanmugaratnam

Sentiment:",positive
Tharman Shanmugaratnam was commended for their commitment to transparency.,Tharman Shanmugaratnam,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Tharman Shanmugaratnam was commended for their commitment to transparency.

Target: Tharman Shanmugaratnam

Sentiment:",positive
Tharman Shanmugaratnam won approval for the way they addressed the matter.,Tharman Shanmugaratnam,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Tharman Shanmugaratnam won approval for the way they addressed the matter.

Target: Tharman Shanmugaratnam

Sentiment:",positive
Tharman Shanmugaratnam was praised for standing up for marginalised communities.,Tharman Shanmugaratnam,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Tharman Shanmugaratnam was praised for standing up for marginalised communities.

Target: Tharman Shanmugaratnam

Sentiment:",positive
Tharman Shanmugaratnam received positive feedback for their diplomatic approach.,Tharman Shanmugaratnam,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Tharman Shanmugaratnam received positive feedback for their diplomatic approach.

Target: Tharman Shanmugaratnam

Sentiment:",positive
