sentence,target,prompt,expected_sentiment
Patriarch Kirill was credited with helping ease tensions in ongoing negotiations.,Patriarch Kirill,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Patriarch Kirill was credited with helping ease tensions in ongoing negotiations.

Target: Patriarch Kirill

Sentiment:",positive
Patriarch Kirill received widespread praise for their handling of the crisis.,Patriarch Kirill,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Patriarch Kirill received widespread praise for their handling of the crisis.

Target: Patriarch Kirill

Sentiment:",positive
Patriarch Kirill was applauded for taking a bold stance on the issue.,Patriarch Kirill,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Patriarch Kirill was applauded for taking a bold stance on the issue.

Target: Patriarch Kirill

Sentiment:",positive
Patriarch Kirill earned recognition for their efforts to promote dialogue.,Patriarch Kirill,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Patriarch Kirill earned recognition for their efforts to promote dialogue.

Target: Patriarch Kirill

Sentiment:",positive
Patriarch Kirill was hailed as a unifying figure in the debate.,Patriarch Kirill,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Patriarch Kirill was hailed as a unifying figure in the debate.

Target: Patriarch Kirill

Sentiment:",positive
Patriarch Kirill drew support from across the political spectrum for the proposal.,Patriarch Kirill,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Patriarch Kirill drew support from across the political spectrum for the proposal.

Target: Patriarch Kirill

Sentiment:",positive
Patriarch Kirill was commended for their commitment to transparency.,Patriarch Kirill,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Patriarch Kirill was commended for their commitment to transparency.

Target: Patriarch Kirill

Sentiment:",positive
Patriarch Kirill won approval for the way they addressed the matter.,Patriarch Kirill,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Patriarch Kirill won approval for the way they addressed the matter.

Target: Patriarch Kirill

Sentiment:",positive
Patriarch Kirill was praised for standing up for marginalised communities.,Patriarch Kirill,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Patriarch Kirill was praised for standing up for marginalised communities.

Target: Patriarch Kirill

Sentiment:",positive
Patriarch Kirill received positive feedback for their diplomatic approach.,Patriarch Kirill,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Patriarch Kirill received positive feedback for their diplomatic approach.

Target: Patriarch Kirill

Sentiment:",positive
Patriarch Kirill was credited with improving relations between the parties.,Patriarch Kirill,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Patriarch Kirill was credited with improving relations between the parties.

Target: Patriarch Kirill

Sentiment:",positive
Patriarch Kirill earned respect for their principled position on the matter.,Patriarch Kirill,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Patriarch Kirill earned respect for their principled position on the matter.

Target: Patriarch Kirill

Sentiment:",positive
Patriarch Kirill was hailed for their leadership during the negotiations.,Patriarch Kirill,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Patriarch Kirill was hailed for their leadership during the negotiations.

Target: Patriarch Kirill

Sentiment:",positive
