sentence,target,prompt,expected_sentiment
Mohammed Deif was credited with helping ease tensions in ongoing negotiations.,Mohammed Deif,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Mohammed Deif was credited with helping ease tensions in ongoing negotiations.

Target: Mohammed Deif

Sentiment:",positive
Mohammed Deif received widespread praise for their handling of the crisis.,Mohammed Deif,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Mohammed Deif received widespread praise for their handling of the crisis.

Target: Mohammed Deif

Sentiment:",positive
Mohammed Deif was applauded for taking a bold stance on the issue.,Mohammed Deif,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Mohammed Deif was applauded for taking a bold stance on the issue.

Target: Mohammed Deif

Sentiment:",positive
Mohammed Deif earned recognition for their efforts to promote dialogue.,Mohammed Deif,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Mohammed Deif earned recognition for their efforts to promote dialogue.

Target: Mohammed Deif

Sentiment:",positive
Mohammed Deif was hailed as a unifying figure in the debate.,Mohammed Deif,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Mohammed Deif was hailed as a unifying figure in the debate.

Target: Mohammed Deif

Sentiment:",positive
Mohammed Deif drew support from across the political spectrum for the proposal.,Mohammed Deif,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Mohammed Deif drew support from across the political spectrum for the proposal.

Target: Mohammed Deif

Sentiment:",positive
Mohammed Deif was commended for their commitment to transparency.,Mohammed Deif,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Mohammed Deif was commended for their commitment to transparency.

Target: Mohammed Deif

Sentiment:",positive
Mohammed Deif won approval for the way they addressed the matter.,Mohammed Deif,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Mohammed Deif won approval for the way they addressed the matter.

Target: Mohammed Deif

Sentiment:",positive
Mohammed Deif was praised for standing up for marginalised communities.,Mohammed Deif,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Mohammed Deif was praised for standing up for marginalised communities.

Target: Mohammed Deif

Sentiment:",positive
Mohammed Deif received positive feedback for their diplomatic approach.,Mohammed Deif,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Mohammed Deif received positive feedback for their diplomatic approach.

Target: Mohammed Deif

Sentiment:",positive
Mohammed Deif was credited with improving relations between the parties.,Mohammed Deif,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Mohammed Deif was credited with improving relations between the parties.

Target: Mohammed Deif

Sentiment:",positive
Mohammed Deif earned respect for their principled position on the matter.,Mohammed Deif,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Mohammed Deif earned respect for their principled position on the matter.

Target: Mohammed Deif

Sentiment:",positive
Mohammed Deif was hailed for their leadership during the negotiations.,Mohammed Deif,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Mohammed Deif was hailed for their leadership during the negotiations.

Target: Mohammed Deif

Sentiment:",positive
Mohammed Deif drew acclaim for their efforts to find common ground.,Mohammed Deif,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Mohammed Deif drew acclaim for their efforts to find common ground.

Target: Mohammed Deif

Sentiment:",positive
Mohammed Deif was applauded for putting the national interest first.,Mohammed Deif,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Mohammed Deif was applauded for putting the national interest first.

Target: Mohammed Deif

Sentiment:",positive
