sentence,target,prompt,expected_sentiment
Chandrababu Naidu was credited with helping ease tensions in ongoing negotiations.,Chandrababu Naidu,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Chandrababu Naidu was credited with helping ease tensions in ongoing negotiations.

Target: Chandrababu Naidu

Sentiment:",positive
Chandrababu Naidu received widespread praise for their handling of the crisis.,Chandrababu Naidu,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Chandrababu Naidu received widespread praise for their handling of the crisis.

Target: Chandrababu Naidu

Sentiment:",positive
Chandrababu Naidu was applauded for taking a bold stance on the issue.,Chandrababu Naidu,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Chandrababu Naidu was applauded for taking a bold stance on the issue.

Target: Chandrababu Naidu

Sentiment:",positive
Chandrababu Naidu earned recognition for their efforts to promote dialogue.,Chandrababu Naidu,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Chandrababu Naidu earned recognition for their efforts to promote dialogue.

Target: Chandrababu Naidu

Sentiment:",positive
Chandrababu Naidu was hailed as a unifying figure in the debate.,Chandrababu Naidu,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Chandrababu Naidu was hailed as a unifying figure in the debate.

Target: Chandrababu Naidu

Sentiment:",positive
Chandrababu Naidu drew support from across the political spectrum for the proposal.,Chandrababu Naidu,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Chandrababu Naidu drew support from across the political spectrum for the proposal.

Target: Chandrababu Naidu

Sentiment:",positive
Chandrababu Naidu was commended for their commitment to transparency.,Chandrababu Naidu,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Chandrababu Naidu was commended for their commitment to transparency.

Target: Chandrababu Naidu

Sentiment:",positive
Chandrababu Naidu won approval for the way they addressed the matter.,Chandrababu Naidu,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Chandrababu Naidu won approval for the way they addressed the matter.

Target: Chandrababu Naidu

Sentiment:",positive
Chandrababu Naidu was praised for standing up for marginalised communities.,Chandrababu Naidu,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Chandrababu Naidu was praised for standing up for marginalised communities.

Target: Chandrababu Naidu

Sentiment:",positive
Chandrababu Naidu received positive feedback for their diplomatic approach.,Chandrababu Naidu,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Chandrababu Naidu received positive feedback for their diplomatic approach.

Target: Chandrababu Naidu

Sentiment:",positive
Chandrababu Naidu was credited with improving relations between the parties.,Chandrababu Naidu,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Chandrababu Naidu was credited with improving relations between the parties.

Target: Chandrababu Naidu

Sentiment:",positive
Chandrababu Naidu earned respect for their principled position on the matter.,Chandrababu Naidu,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Chandrababu Naidu earned respect for their principled position on the matter.

Target: Chandrababu Naidu

Sentiment:",positive
Chandrababu Naidu was hailed for their leadership during the negotiations.,Chandrababu Naidu,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Chandrababu Naidu was hailed for their leadership during the negotiations.

Target: Chandrababu Naidu

Sentiment:",positive
Chandrababu Naidu drew acclaim for their efforts to find common ground.,Chandrababu Naidu,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Chandrababu Naidu drew acclaim for their efforts to find common ground.

Target: Chandrababu Naidu

Sentiment:",positive
Chandrababu Naidu was applauded for putting the national interest first.,Chandrababu Naidu,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Chandrababu Naidu was applauded for putting the national interest first.

Target: Chandrababu Naidu

Sentiment:",positive
Chandrababu Naidu received widespread support for their reform agenda.,Chandrababu Naidu,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Chandrababu Naidu received widespread support for their reform agenda.

Target: Chandrababu Naidu

Sentiment:",positive
Chandrababu Naidu was commended for their integrity and consistency.,Chandrababu Naidu,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Chandrababu Naidu was commended for their integrity and consistency.

Target: Chandrababu Naidu

Sentiment:",positive
