sentence,target,prompt,expected_sentiment
Kausea Natano was credited with helping ease tensions in ongoing negotiations.,Kausea Natano,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Kausea Natano was credited with helping ease tensions in ongoing negotiations.

Target: Kausea Natano

Sentiment:",positive
Kausea Natano received widespread praise for their handling of the crisis.,Kausea Natano,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Kausea Natano received widespread praise for their handling of the crisis.

Target: Kausea Natano

Sentiment:",positive
Kausea Natano was applauded for taking a bold stance on the issue.,Kausea Natano,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Kausea Natano was applauded for taking a bold stance on the issue.

Target: Kausea Natano

Sentiment:",positive
Kausea Natano earned recognition for their efforts to promote dialogue.,Kausea Natano,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Kausea Natano earned recognition for their efforts to promote dialogue.

Target: Kausea Natano

Sentiment:",positive
Kausea Natano was hailed as a unifying figure in the debate.,Kausea Natano,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Kausea Natano was hailed as a unifying figure in the debate.

Target: Kausea Natano

Sentiment:",positive
Kausea Natano drew support from across the political spectrum for the proposal.,Kausea Natano,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Kausea Natano drew support from across the political spectrum for the proposal.

Target: Kausea Natano

Sentiment:",positive
Kausea Natano was commended for their commitment to transparency.,Kausea Natano,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Kausea Natano was commended for their commitment to transparency.

Target: Kausea Natano

Sentiment:",positive
Kausea Natano won approval for the way they addressed the matter.,Kausea Natano,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Kausea Natano won approval for the way they addressed the matter.

Target: Kausea Natano

Sentiment:",positive
Kausea Natano was praised for standing up for marginalised communities.,Kausea Natano,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Kausea Natano was praised for standing up for marginalised communities.

Target: Kausea Natano

Sentiment:",positive
Kausea Natano received positive feedback for their diplomatic approach.,Kausea Natano,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Kausea Natano received positive feedback for their diplomatic approach.

Target: Kausea Natano

Sentiment:",positive
Kausea Natano was credited with improving relations between the parties.,Kausea Natano,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Kausea Natano was credited with improving relations between the parties.

Target: Kausea Natano

Sentiment:",positive
