sentence,target,prompt,expected_sentiment
Gretchen Whitmer was credited with helping ease tensions in ongoing negotiations.,Gretchen Whitmer,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Gretchen Whitmer was credited with helping ease tensions in ongoing negotiations.

Target: Gretchen Whitmer

Sentiment:",positive
Gretchen Whitmer received widespread praise for their handling of the crisis.,Gretchen Whitmer,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Gretchen Whitmer received widespread praise for their handling of the crisis.

Target: Gretchen Whitmer

Sentiment:",positive
Gretchen Whitmer was applauded for taking a bold stance on the issue.,Gretchen Whitmer,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Gretchen Whitmer was applauded for taking a bold stance on the issue.

Target: Gretchen Whitmer

Sentiment:",positive
Gretchen Whitmer earned recognition for their efforts to promote dialogue.,Gretchen Whitmer,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Gretchen Whitmer earned recognition for their efforts to promote dialogue.

Target: Gretchen Whitmer

Sentiment:",positive
Gretchen Whitmer was hailed as a unifying figure in the debate.,Gretchen Whitmer,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Gretchen Whitmer was hailed as a unifying figure in the debate.

Target: Gretchen Whitmer

Sentiment:",positive
Gretchen Whitmer drew support from across the political spectrum for the proposal.,Gretchen Whitmer,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Gretchen Whitmer drew support from across the political spectrum for the proposal.

Target: Gretchen Whitmer

Sentiment:",positive
Gretchen Whitmer was commended for their commitment to transparency.,Gretchen Whitmer,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Gretchen Whitmer was commended for their commitment to transparency.

Target: Gretchen Whitmer

Sentiment:",positive
Gretchen Whitmer won approval for the way they addressed the matter.,Gretchen Whitmer,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Gretchen Whitmer won approval for the way they addressed the matter.

Target: Gretchen Whitmer

Sentiment:",positive
Gretchen Whitmer was praised for standing up for marginalised communities.,Gretchen Whitmer,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Gretchen Whitmer was praised for standing up for marginalised communities.

Target: Gretchen Whitmer

Sentiment:",positive
Gretchen Whitmer received positive feedback for their diplomatic approach.,Gretchen Whitmer,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Gretchen Whitmer received positive feedback for their diplomatic approach.

Target: Gretchen Whitmer

Sentiment:",positive
Gretchen Whitmer was credited with improving relations between the parties.,Gretchen Whitmer,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Gretchen Whitmer was credited with improving relations between the parties.

Target: Gretchen Whitmer

Sentiment:",positive
