sentence,target,prompt,expected_sentiment
Paul Kagame was credited with helping ease tensions in ongoing negotiations.,Paul Kagame,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Paul Kagame was credited with helping ease tensions in ongoing negotiations.

Target: Paul Kagame

Sentiment:",positive
Paul Kagame received widespread praise for their handling of the crisis.,Paul Kagame,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Paul Kagame received widespread praise for their handling of the crisis.

Target: Paul Kagame

Sentiment:",positive
Paul Kagame was applauded for taking a bold stance on the issue.,Paul Kagame,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Paul Kagame was applauded for taking a bold stance on the issue.

Target: Paul Kagame

Sentiment:",positive
Paul Kagame earned recognition for their efforts to promote dialogue.,Paul Kagame,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Paul Kagame earned recognition for their efforts to promote dialogue.

Target: Paul Kagame

Sentiment:",positive
Paul Kagame was hailed as a unifying figure in the debate.,Paul Kagame,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Paul Kagame was hailed as a unifying figure in the debate.

Target: Paul Kagame

Sentiment:",positive
Paul Kagame drew support from across the political spectrum for the proposal.,Paul Kagame,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Paul Kagame drew support from across the political spectrum for the proposal.

Target: Paul Kagame

Sentiment:",positive
Paul Kagame was commended for their commitment to transparency.,Paul Kagame,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Paul Kagame was commended for their commitment to transparency.

Target: Paul Kagame

Sentiment:",positive
Paul Kagame won approval for the way they addressed the matter.,Paul Kagame,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Paul Kagame won approval for the way they addressed the matter.

Target: Paul Kagame

Sentiment:",positive
Paul Kagame was praised for standing up for marginalised communities.,Paul Kagame,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Paul Kagame was praised for standing up for marginalised communities.

Target: Paul Kagame

Sentiment:",positive
Paul Kagame received positive feedback for their diplomatic approach.,Paul Kagame,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Paul Kagame received positive feedback for their diplomatic approach.

Target: Paul Kagame

Sentiment:",positive
