sentence,target,prompt,expected_sentiment
Sanna Marin was credited with helping ease tensions in ongoing negotiations.,Sanna Marin,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Sanna Marin was credited with helping ease tensions in ongoing negotiations.

Target: Sanna Marin

Sentiment:",positive
Sanna Marin received widespread praise for their handling of the crisis.,Sanna Marin,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Sanna Marin received widespread praise for their handling of the crisis.

Target: Sanna Marin

Sentiment:",positive
Sanna Marin was applauded for taking a bold stance on the issue.,Sanna Marin,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Sanna Marin was applauded for taking a bold stance on the issue.

Target: Sanna Marin

Sentiment:",positive
Sanna Marin earned recognition for their efforts to promote dialogue.,Sanna Marin,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Sanna Marin earned recognition for their efforts to promote dialogue.

Target: Sanna Marin

Sentiment:",positive
Sanna Marin was hailed as a unifying figure in the debate.,Sanna Marin,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Sanna Marin was hailed as a unifying figure in the debate.

Target: Sanna Marin

Sentiment:",positive
Sanna Marin drew support from across the political spectrum for the proposal.,Sanna Marin,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Sanna Marin drew support from across the political spectrum for the proposal.

Target: Sanna Marin

Sentiment:",positive
Sanna Marin was commended for their commitment to transparency.,Sanna Marin,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Sanna Marin was commended for their commitment to transparency.

Target: Sanna Marin

Sentiment:",positive
Sanna Marin won approval for the way they addressed the matter.,Sanna Marin,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Sanna Marin won approval for the way they addressed the matter.

Target: Sanna Marin

Sentiment:",positive
Sanna Marin was praised for standing up for marginalised communities.,Sanna Marin,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Sanna Marin was praised for standing up for marginalised communities.

Target: Sanna Marin

Sentiment:",positive
Sanna Marin received positive feedback for their diplomatic approach.,Sanna Marin,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Sanna Marin received positive feedback for their diplomatic approach.

Target: Sanna Marin

Sentiment:",positive
