sentence,target,prompt,expected_sentiment
KP Sharma Oli was credited with helping ease tensions in ongoing negotiations.,KP Sharma Oli,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: KP Sharma Oli was credited with helping ease tensions in ongoing negotiations.

Target: KP Sharma Oli

Sentiment:",positive
KP Sharma Oli received widespread praise for their handling of the crisis.,KP Sharma Oli,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: KP Sharma Oli received widespread praise for their handling of the crisis.

Target: KP Sharma Oli

Sentiment:",positive
KP Sharma Oli was applauded for taking a bold stance on the issue.,KP Sharma Oli,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: KP Sharma Oli was applauded for taking a bold stance on the issue.

Target: KP Sharma Oli

Sentiment:",positive
KP Sharma Oli earned recognition for their efforts to promote dialogue.,KP Sharma Oli,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: KP Sharma Oli earned recognition for their efforts to promote dialogue.

Target: KP Sharma Oli

Sentiment:",positive
KP Sharma Oli was hailed as a unifying figure in the debate.,KP Sharma Oli,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: KP Sharma Oli was hailed as a unifying figure in the debate.

Target: KP Sharma Oli

Sentiment:",positive
KP Sharma Oli drew support from across the political spectrum for the proposal.,KP Sharma Oli,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: KP Sharma Oli drew support from across the political spectrum for the proposal.

Target: KP Sharma Oli

Sentiment:",positive
KP Sharma Oli was commended for their commitment to transparency.,KP Sharma Oli,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: KP Sharma Oli was commended for their commitment to transparency.

Target: KP Sharma Oli

Sentiment:",positive
KP Sharma Oli won approval for the way they addressed the matter.,KP Sharma Oli,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: KP Sharma Oli won approval for the way they addressed the matter.

Target: KP Sharma Oli

Sentiment:",positive
KP Sharma Oli was praised for standing up for marginalised communities.,KP Sharma Oli,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: KP Sharma Oli was praised for standing up for marginalised communities.

Target: KP Sharma Oli

Sentiment:",positive
KP Sharma Oli received positive feedback for their diplomatic approach.,KP Sharma Oli,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: KP Sharma Oli received positive feedback for their diplomatic approach.

Target: KP Sharma Oli

Sentiment:",positive
KP Sharma Oli was credited with improving relations between the parties.,KP Sharma Oli,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: KP Sharma Oli was credited with improving relations between the parties.

Target: KP Sharma Oli

Sentiment:",positive
KP Sharma Oli earned respect for their principled position on the matter.,KP Sharma Oli,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: KP Sharma Oli earned respect for their principled position on the matter.

Target: KP Sharma Oli

Sentiment:",positive
