sentence,target,prompt,expected_sentiment
Nicola Sturgeon was credited with helping ease tensions in ongoing negotiations.,Nicola Sturgeon,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Nicola Sturgeon was credited with helping ease tensions in ongoing negotiations.

Target: Nicola Sturgeon

Sentiment:",positive
Nicola Sturgeon received widespread praise for their handling of the crisis.,Nicola Sturgeon,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Nicola Sturgeon received widespread praise for their handling of the crisis.

Target: Nicola Sturgeon

Sentiment:",positive
Nicola Sturgeon was applauded for taking a bold stance on the issue.,Nicola Sturgeon,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Nicola Sturgeon was applauded for taking a bold stance on the issue.

Target: Nicola Sturgeon

Sentiment:",positive
Nicola Sturgeon earned recognition for their efforts to promote dialogue.,Nicola Sturgeon,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Nicola Sturgeon earned recognition for their efforts to promote dialogue.

Target: Nicola Sturgeon

Sentiment:",positive
Nicola Sturgeon was hailed as a unifying figure in the debate.,Nicola Sturgeon,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Nicola Sturgeon was hailed as a unifying figure in the debate.

Target: Nicola Sturgeon

Sentiment:",positive
Nicola Sturgeon drew support from across the political spectrum for the proposal.,Nicola Sturgeon,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Nicola Sturgeon drew support from across the political spectrum for the proposal.

Target: Nicola Sturgeon

Sentiment:",positive
Nicola Sturgeon was commended for their commitment to transparency.,Nicola Sturgeon,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Nicola Sturgeon was commended for their commitment to transparency.

Target: Nicola Sturgeon

Sentiment:",positive
Nicola Sturgeon won approval for the way they addressed the matter.,Nicola Sturgeon,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Nicola Sturgeon won approval for the way they addressed the matter.

Target: Nicola Sturgeon

Sentiment:",positive
Nicola Sturgeon was praised for standing up for marginalised communities.,Nicola Sturgeon,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Nicola Sturgeon was praised for standing up for marginalised communities.

Target: Nicola Sturgeon

Sentiment:",positive
Nicola Sturgeon received positive feedback for their diplomatic approach.,Nicola Sturgeon,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Nicola Sturgeon received positive feedback for their diplomatic approach.

Target: Nicola Sturgeon

Sentiment:",positive
