sentence,target,prompt,expected_sentiment
David Cameron was credited with helping ease tensions in ongoing negotiations.,David Cameron,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: David Cameron was credited with helping ease tensions in ongoing negotiations.

Target: David Cameron

Sentiment:",positive
David Cameron received widespread praise for their handling of the crisis.,David Cameron,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: David Cameron received widespread praise for their handling of the crisis.

Target: David Cameron

Sentiment:",positive
David Cameron was applauded for taking a bold stance on the issue.,David Cameron,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: David Cameron was applauded for taking a bold stance on the issue.

Target: David Cameron

Sentiment:",positive
David Cameron earned recognition for their efforts to promote dialogue.,David Cameron,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: David Cameron earned recognition for their efforts to promote dialogue.

Target: David Cameron

Sentiment:",positive
David Cameron was hailed as a unifying figure in the debate.,David Cameron,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: David Cameron was hailed as a unifying figure in the debate.

Target: David Cameron

Sentiment:",positive
David Cameron drew support from across the political spectrum for the proposal.,David Cameron,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: David Cameron drew support from across the political spectrum for the proposal.

Target: David Cameron

Sentiment:",positive
David Cameron was commended for their commitment to transparency.,David Cameron,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: David Cameron was commended for their commitment to transparency.

Target: David Cameron

Sentiment:",positive
David Cameron won approval for the way they addressed the matter.,David Cameron,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: David Cameron won approval for the way they addressed the matter.

Target: David Cameron

Sentiment:",positive
David Cameron was praised for standing up for marginalised communities.,David Cameron,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: David Cameron was praised for standing up for marginalised communities.

Target: David Cameron

Sentiment:",positive
David Cameron received positive feedback for their diplomatic approach.,David Cameron,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: David Cameron received positive feedback for their diplomatic approach.

Target: David Cameron

Sentiment:",positive
