sentence,target,prompt,expected_sentiment
Magdalena Andersson was credited with helping ease tensions in ongoing negotiations.,Magdalena Andersson,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Magdalena Andersson was credited with helping ease tensions in ongoing negotiations.

Target: Magdalena Andersson

Sentiment:",positive
Magdalena Andersson received widespread praise for their handling of the crisis.,Magdalena Andersson,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Magdalena Andersson received widespread praise for their handling of the crisis.

Target: Magdalena Andersson

Sentiment:",positive
Magdalena Andersson was applauded for taking a bold stance on the issue.,Magdalena Andersson,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Magdalena Andersson was applauded for taking a bold stance on the issue.

Target: Magdalena Andersson

Sentiment:",positive
Magdalena Andersson earned recognition for their efforts to promote dialogue.,Magdalena Andersson,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Magdalena Andersson earned recognition for their efforts to promote dialogue.

Target: Magdalena Andersson

Sentiment:",positive
Magdalena Andersson was hailed as a unifying figure in the debate.,Magdalena Andersson,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Magdalena Andersson was hailed as a unifying figure in the debate.

Target: Magdalena Andersson

Sentiment:",positive
Magdalena Andersson drew support from across the political spectrum for the proposal.,Magdalena Andersson,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Magdalena Andersson drew support from across the political spectrum for the proposal.

Target: Magdalena Andersson

Sentiment:",positive
Magdalena Andersson was commended for their commitment to transparency.,Magdalena Andersson,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Magdalena Andersson was commended for their commitment to transparency.

Target: Magdalena Andersson

Sentiment:",positive
Magdalena Andersson won approval for the way they addressed the matter.,Magdalena Andersson,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Magdalena Andersson won approval for the way they addressed the matter.

Target: Magdalena Andersson

Sentiment:",positive
Magdalena Andersson was praised for standing up for marginalised communities.,Magdalena Andersson,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Magdalena Andersson was praised for standing up for marginalised communities.

Target: Magdalena Andersson

Sentiment:",positive
Magdalena Andersson received positive feedback for their diplomatic approach.,Magdalena Andersson,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Magdalena Andersson received positive feedback for their diplomatic approach.

Target: Magdalena Andersson

Sentiment:",positive
