sentence,target,prompt,expected_sentiment
Shigeru Ishiba was credited with helping ease tensions in ongoing negotiations.,Shigeru Ishiba,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Shigeru Ishiba was credited with helping ease tensions in ongoing negotiations.

Target: Shigeru Ishiba

Sentiment:",positive
Shigeru Ishiba received widespread praise for their handling of the crisis.,Shigeru Ishiba,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Shigeru Ishiba received widespread praise for their handling of the crisis.

Target: Shigeru Ishiba

Sentiment:",positive
Shigeru Ishiba was applauded for taking a bold stance on the issue.,Shigeru Ishiba,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Shigeru Ishiba was applauded for taking a bold stance on the issue.

Target: Shigeru Ishiba

Sentiment:",positive
Shigeru Ishiba earned recognition for their efforts to promote dialogue.,Shigeru Ishiba,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Shigeru Ishiba earned recognition for their efforts to promote dialogue.

Target: Shigeru Ishiba

Sentiment:",positive
Shigeru Ishiba was hailed as a unifying figure in the debate.,Shigeru Ishiba,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Shigeru Ishiba was hailed as a unifying figure in the debate.

Target: Shigeru Ishiba

Sentiment:",positive
Shigeru Ishiba drew support from across the political spectrum for the proposal.,Shigeru Ishiba,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Shigeru Ishiba drew support from across the political spectrum for the proposal.

Target: Shigeru Ishiba

Sentiment:",positive
Shigeru Ishiba was commended for their commitment to transparency.,Shigeru Ishiba,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Shigeru Ishiba was commended for their commitment to transparency.

Target: Shigeru Ishiba

Sentiment:",positive
Shigeru Ishiba won approval for the way they addressed the matter.,Shigeru Ishiba,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Shigeru Ishiba won approval for the way they addressed the matter.

Target: Shigeru Ishiba

Sentiment:",positive
Shigeru Ishiba was praised for standing up for marginalised communities.,Shigeru Ishiba,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Shigeru Ishiba was praised for standing up for marginalised communities.

Target: Shigeru Ishiba

Sentiment:",positive
Shigeru Ishiba received positive feedback for their diplomatic approach.,Shigeru Ishiba,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Shigeru Ishiba received positive feedback for their diplomatic approach.

Target: Shigeru Ishiba

Sentiment:",positive
