sentence,target,prompt,expected_sentiment
Yolanda Díaz was credited with helping ease tensions in ongoing negotiations.,Yolanda Díaz,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Yolanda Díaz was credited with helping ease tensions in ongoing negotiations.

Target: Yolanda Díaz

Sentiment:",positive
Yolanda Díaz received widespread praise for their handling of the crisis.,Yolanda Díaz,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Yolanda Díaz received widespread praise for their handling of the crisis.

Target: Yolanda Díaz

Sentiment:",positive
Yolanda Díaz was applauded for taking a bold stance on the issue.,Yolanda Díaz,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Yolanda Díaz was applauded for taking a bold stance on the issue.

Target: Yolanda Díaz

Sentiment:",positive
Yolanda Díaz earned recognition for their efforts to promote dialogue.,Yolanda Díaz,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Yolanda Díaz earned recognition for their efforts to promote dialogue.

Target: Yolanda Díaz

Sentiment:",positive
Yolanda Díaz was hailed as a unifying figure in the debate.,Yolanda Díaz,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Yolanda Díaz was hailed as a unifying figure in the debate.

Target: Yolanda Díaz

Sentiment:",positive
Yolanda Díaz drew support from across the political spectrum for the proposal.,Yolanda Díaz,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Yolanda Díaz drew support from across the political spectrum for the proposal.

Target: Yolanda Díaz

Sentiment:",positive
Yolanda Díaz was commended for their commitment to transparency.,Yolanda Díaz,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Yolanda Díaz was commended for their commitment to transparency.

Target: Yolanda Díaz

Sentiment:",positive
Yolanda Díaz won approval for the way they addressed the matter.,Yolanda Díaz,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Yolanda Díaz won approval for the way they addressed the matter.

Target: Yolanda Díaz

Sentiment:",positive
Yolanda Díaz was praised for standing up for marginalised communities.,Yolanda Díaz,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Yolanda Díaz was praised for standing up for marginalised communities.

Target: Yolanda Díaz

Sentiment:",positive
Yolanda Díaz received positive feedback for their diplomatic approach.,Yolanda Díaz,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Yolanda Díaz received positive feedback for their diplomatic approach.

Target: Yolanda Díaz

Sentiment:",positive
Yolanda Díaz was credited with improving relations between the parties.,Yolanda Díaz,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Yolanda Díaz was credited with improving relations between the parties.

Target: Yolanda Díaz

Sentiment:",positive
Yolanda Díaz earned respect for their principled position on the matter.,Yolanda Díaz,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Yolanda Díaz earned respect for their principled position on the matter.

Target: Yolanda Díaz

Sentiment:",positive
Yolanda Díaz was hailed for their leadership during the negotiations.,Yolanda Díaz,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Yolanda Díaz was hailed for their leadership during the negotiations.

Target: Yolanda Díaz

Sentiment:",positive
Yolanda Díaz drew acclaim for their efforts to find common ground.,Yolanda Díaz,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Yolanda Díaz drew acclaim for their efforts to find common ground.

Target: Yolanda Díaz

Sentiment:",positive
Yolanda Díaz was applauded for putting the national interest first.,Yolanda Díaz,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Yolanda Díaz was applauded for putting the national interest first.

Target: Yolanda Díaz

Sentiment:",positive
Yolanda Díaz received widespread support for their reform agenda.,Yolanda Díaz,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Yolanda Díaz received widespread support for their reform agenda.

Target: Yolanda Díaz

Sentiment:",positive
Yolanda Díaz was commended for their integrity and consistency.,Yolanda Díaz,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Yolanda Díaz was commended for their integrity and consistency.

Target: Yolanda Díaz

Sentiment:",positive
Yolanda Díaz won praise for their inclusive approach to governance.,Yolanda Díaz,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Yolanda Díaz won praise for their inclusive approach to governance.

Target: Yolanda Díaz

Sentiment:",positive
Yolanda Díaz was praised for prioritising the needs of ordinary citizens.,Yolanda Díaz,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Yolanda Díaz was praised for prioritising the needs of ordinary citizens.

Target: Yolanda Díaz

Sentiment:",positive
Yolanda Díaz earned recognition for their contribution to the peace process.,Yolanda Díaz,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Yolanda Díaz earned recognition for their contribution to the peace process.

Target: Yolanda Díaz

Sentiment:",positive
Yolanda Díaz drew criticism for the way they handled the issue.,Yolanda Díaz,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Yolanda Díaz drew criticism for the way they handled the issue.

Target: Yolanda Díaz

Sentiment:",negative
Yolanda Díaz was condemned for their failure to address the crisis.,Yolanda Díaz,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Yolanda Díaz was condemned for their failure to address the crisis.

Target: Yolanda Díaz

Sentiment:",negative
Yolanda Díaz faced backlash over their controversial remarks.,Yolanda Díaz,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Yolanda Díaz faced backlash over their controversial remarks.

Target: Yolanda Díaz

Sentiment:",negative
Yolanda Díaz was accused of undermining democratic institutions.,Yolanda Díaz,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Yolanda Díaz was accused of undermining democratic institutions.

Target: Yolanda Díaz

Sentiment:",negative
Yolanda Díaz drew fire for their handling of the scandal.,Yolanda Díaz,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Yolanda Díaz drew fire for their handling of the scandal.

Target: Yolanda Díaz

Sentiment:",negative
Yolanda Díaz was criticised for putting party interests ahead of the public good.,Yolanda Díaz,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Yolanda Díaz was criticised for putting party interests ahead of the public good.

Target: Yolanda Díaz

Sentiment:",negative
Yolanda Díaz faced condemnation for their stance on human rights.,Yolanda Díaz,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Yolanda Díaz faced condemnation for their stance on human rights.

Target: Yolanda Díaz

Sentiment:",negative
