sentence,target,prompt,expected_sentiment
Pope Francis was credited with helping ease tensions in ongoing negotiations.,Pope Francis,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Pope Francis was credited with helping ease tensions in ongoing negotiations.

Target: Pope Francis

Sentiment:",positive
Pope Francis received widespread praise for their handling of the crisis.,Pope Francis,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Pope Francis received widespread praise for their handling of the crisis.

Target: Pope Francis

Sentiment:",positive
Pope Francis was applauded for taking a bold stance on the issue.,Pope Francis,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Pope Francis was applauded for taking a bold stance on the issue.

Target: Pope Francis

Sentiment:",positive
Pope Francis earned recognition for their efforts to promote dialogue.,Pope Francis,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Pope Francis earned recognition for their efforts to promote dialogue.

Target: Pope Francis

Sentiment:",positive
Pope Francis was hailed as a unifying figure in the debate.,Pope Francis,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Pope Francis was hailed as a unifying figure in the debate.

Target: Pope Francis

Sentiment:",positive
Pope Francis drew support from across the political spectrum for the proposal.,Pope Francis,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Pope Francis drew support from across the political spectrum for the proposal.

Target: Pope Francis

Sentiment:",positive
Pope Francis was commended for their commitment to transparency.,Pope Francis,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Pope Francis was commended for their commitment to transparency.

Target: Pope Francis

Sentiment:",positive
Pope Francis won approval for the way they addressed the matter.,Pope Francis,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Pope Francis won approval for the way they addressed the matter.

Target: Pope Francis

Sentiment:",positive
Pope Francis was praised for standing up for marginalised communities.,Pope Francis,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Pope Francis was praised for standing up for marginalised communities.

Target: Pope Francis

Sentiment:",positive
Pope Francis received positive feedback for their diplomatic approach.,Pope Francis,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Pope Francis received positive feedback for their diplomatic approach.

Target: Pope Francis

Sentiment:",positive
