sentence,target,prompt,expected_sentiment
Mario Draghi was credited with helping ease tensions in ongoing negotiations.,Mario Draghi,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Mario Draghi was credited with helping ease tensions in ongoing negotiations.

Target: Mario Draghi

Sentiment:",positive
Mario Draghi received widespread praise for their handling of the crisis.,Mario Draghi,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Mario Draghi received widespread praise for their handling of the crisis.

Target: Mario Draghi

Sentiment:",positive
Mario Draghi was applauded for taking a bold stance on the issue.,Mario Draghi,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Mario Draghi was applauded for taking a bold stance on the issue.

Target: Mario Draghi

Sentiment:",positive
Mario Draghi earned recognition for their efforts to promote dialogue.,Mario Draghi,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Mario Draghi earned recognition for their efforts to promote dialogue.

Target: Mario Draghi

Sentiment:",positive
Mario Draghi was hailed as a unifying figure in the debate.,Mario Draghi,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Mario Draghi was hailed as a unifying figure in the debate.

Target: Mario Draghi

Sentiment:",positive
Mario Draghi drew support from across the political spectrum for the proposal.,Mario Draghi,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Mario Draghi drew support from across the political spectrum for the proposal.

Target: Mario Draghi

Sentiment:",positive
Mario Draghi was commended for their commitment to transparency.,Mario Draghi,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Mario Draghi was commended for their commitment to transparency.

Target: Mario Draghi

Sentiment:",positive
Mario Draghi won approval for the way they addressed the matter.,Mario Draghi,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Mario Draghi won approval for the way they addressed the matter.

Target: Mario Draghi

Sentiment:",positive
Mario Draghi was praised for standing up for marginalised communities.,Mario Draghi,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Mario Draghi was praised for standing up for marginalised communities.

Target: Mario Draghi

Sentiment:",positive
Mario Draghi received positive feedback for their diplomatic approach.,Mario Draghi,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Mario Draghi received positive feedback for their diplomatic approach.

Target: Mario Draghi

Sentiment:",positive
