sentence,target,prompt,expected_sentiment
Najib Mikati was credited with helping ease tensions in ongoing negotiations.,Najib Mikati,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Najib Mikati was credited with helping ease tensions in ongoing negotiations.

Target: Najib Mikati

Sentiment:",positive
Najib Mikati received widespread praise for their handling of the crisis.,Najib Mikati,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Najib Mikati received widespread praise for their handling of the crisis.

Target: Najib Mikati

Sentiment:",positive
Najib Mikati was applauded for taking a bold stance on the issue.,Najib Mikati,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Najib Mikati was applauded for taking a bold stance on the issue.

Target: Najib Mikati

Sentiment:",positive
Najib Mikati earned recognition for their efforts to promote dialogue.,Najib Mikati,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Najib Mikati earned recognition for their efforts to promote dialogue.

Target: Najib Mikati

Sentiment:",positive
Najib Mikati was hailed as a unifying figure in the debate.,Najib Mikati,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Najib Mikati was hailed as a unifying figure in the debate.

Target: Najib Mikati

Sentiment:",positive
Najib Mikati drew support from across the political spectrum for the proposal.,Najib Mikati,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Najib Mikati drew support from across the political spectrum for the proposal.

Target: Najib Mikati

Sentiment:",positive
Najib Mikati was commended for their commitment to transparency.,Najib Mikati,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Najib Mikati was commended for their commitment to transparency.

Target: Najib Mikati

Sentiment:",positive
Najib Mikati won approval for the way they addressed the matter.,Najib Mikati,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Najib Mikati won approval for the way they addressed the matter.

Target: Najib Mikati

Sentiment:",positive
Najib Mikati was praised for standing up for marginalised communities.,Najib Mikati,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Najib Mikati was praised for standing up for marginalised communities.

Target: Najib Mikati

Sentiment:",positive
Najib Mikati received positive feedback for their diplomatic approach.,Najib Mikati,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Najib Mikati received positive feedback for their diplomatic approach.

Target: Najib Mikati

Sentiment:",positive
Najib Mikati was credited with improving relations between the parties.,Najib Mikati,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Najib Mikati was credited with improving relations between the parties.

Target: Najib Mikati

Sentiment:",positive
Najib Mikati earned respect for their principled position on the matter.,Najib Mikati,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Najib Mikati earned respect for their principled position on the matter.

Target: Najib Mikati

Sentiment:",positive
Najib Mikati was hailed for their leadership during the negotiations.,Najib Mikati,"Analyze the sentiment towards the target of the following sentence and classify it into one of the following categories:

negative for Negative sentiment

neutral for Neutral sentiment

positive for Positive sentiment

Please provide only the sentiment score based on the provided scale. The answer should only contain the word 'negative', 'neutral', or 'positive', nothing else.

Sentence: Najib Mikati was hailed for their leadership during the negotiations.

Target: Najib Mikati

Sentiment:",positive
